,Methanobrevibacter,Actinomyces,Corynebacterium,Bifidobacterium,Atopobium,Collinsella,Eggerthella,Olsenella,Slackia,Bacteroides,Barnesiella,Butyricimonas,Dysgonomonas,Odoribacter,Parabacteroides,Porphyromonas,Paraprevotella,Prevotella,Alistipes,Bacillus,Gemella,Staphylococcus,Abiotrophia,Enterococcus,Vagococcus,Lactobacillus,Pediococcus,Weissella,Lactococcus,Streptococcus,Clostridium_sensu_stricto,Sarcina,Anaerococcus,Finegoldia,Parvimonas,Peptoniphilus,Anaerovorax,Mogibacterium,Anaerofustis,Eubacterium,Pseudoramibacter,Anaerostipes,Blautia,Clostridium_XlVa,Clostridium_XlVb,Coprococcus,Dorea,Hespellia,Howardella,Lachnospiracea_incertae_sedis,Lactonifactor,Oribacterium,Roseburia,Ruminococcus2,Syntrophococcus,Peptococcus,Clostridium_XI,Peptostreptococcus,Anaerofilum,Butyricicoccus,Clostridium_III,Clostridium_IV,Ethanoligenens,Flavonifractor,Gemmiger,Hydrogenoanaerobacterium,Oscillibacter,Ruminococcus,Sporobacter,Clostridium_XVIII,Coprobacillus,Erysipelotrichaceae_incertae_sedis,Turicibacter,Acidaminococcus,Dialister,Megasphaera,Mitsuokella,Selenomonas,Veillonella,Fusobacterium,Leptotrichia,Parasutterella,Sutterella,Eikenella,Bilophila,Campylobacter,Citrobacter,Proteus,Serratia,Haemophilus,Pseudomonas,Cloacibacillus,Pyramidobacter,Akkermansia
DA00382,0,0,0,0,0,0,0,0,0,1063,0,19,0,19,596,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,52,2,1,4,4,0,0,44,0,0,0,230,0,0,5,0,0,2,0,1,0,1,22,0,13,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1
FMT31,0,5,0,1382,0,237,5,0,0,6839,0,15,0,22,44,0,0,0,571,0,1,0,0,0,0,0,0,0,19,103,0,0,0,0,0,0,0,4,1,38,0,702,2988,289,25,444,612,12,0,706,8,0,1418,412,0,0,302,0,0,144,0,353,4,146,319,4,136,154,3,35,36,32,10,0,1134,0,0,0,3,0,0,245,1,0,0,0,0,0,0,0,0,0,0,0
DA10076,0,0,0,0,0,0,0,0,0,1898,300,27,0,58,85,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,7,14,2,99,3,0,1,37,1,0,24,37,0,0,9,0,3,5,1,29,2,0,17,0,9,15,0,7,2,57,0,0,6,0,0,0,2,0,0,30,49,0,0,0,0,0,0,0,10,0,0,27
DA00927,0,0,0,1,1,0,0,0,0,131,0,0,0,4,1209,0,0,0,1913,0,0,0,0,535,0,2,0,0,0,2,8,0,0,0,0,0,0,0,0,1,0,0,12,848,6,1,13,4,0,0,0,0,0,418,0,0,7,0,0,0,0,1,0,6,19,0,49,0,0,4,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DA10033,0,0,0,7,0,0,0,0,0,3316,351,0,0,100,255,0,0,1,93,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,23,64,120,21,0,0,0,0,72,0,0,0,76,0,0,0,0,0,3,0,6,5,5,0,0,9,0,0,16,0,3,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,42
DA01582,0,0,0,2,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,7,0,0,4,0,150,0,0,0,1277,157,8,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,437,0,0,0,0,0,0,0,0,1,5,85,0,0,0,0
DA10079,0,0,0,27,0,0,0,0,0,1085,264,0,0,25,145,1,110,5,35,0,0,0,0,1,0,8,0,137,0,4,5,1,0,1,0,0,0,0,0,0,0,42,57,28,2,22,22,0,0,141,0,0,7,29,0,0,11,0,1,6,0,18,0,0,24,0,16,4,0,15,0,5,13,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
FMT13,0,25,5,795,0,4178,31,1251,0,296,9,5,0,6,59,0,0,71,153,0,0,1,0,0,0,88,0,1,201,638,2597,0,0,0,0,0,0,3,30,15,0,13,2927,177,0,1266,2729,0,0,13,0,0,74,777,0,0,104,0,3,386,0,289,0,415,2118,0,157,7607,42,11,1,7708,0,0,135,118,0,0,0,0,0,0,2,0,16,0,0,0,0,0,0,0,0,0
DA01190,0,16,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,2,0,3176,0,13,0,0,13,941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DA10156,0,0,0,1,0,0,0,0,0,1614,132,87,0,18,308,2,34,95,355,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,8,0,0,0,0,35,27,13,1,65,11,0,2,249,0,0,27,57,0,0,49,0,0,1,0,27,4,2,7,0,153,19,5,4,3,2,1,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DA10098,0,0,1,0,0,0,0,0,0,1452,0,0,0,21,16,0,0,0,818,0,0,0,0,0,0,0,0,0,0,18,93,0,0,0,0,0,0,0,0,0,0,0,93,11,0,21,28,0,0,490,0,0,30,15,0,0,174,0,0,1,0,8,0,2,1,0,9,2,0,9,2,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
DA10040,0,0,0,1,0,0,0,0,0,2348,19,74,0,106,81,0,0,0,634,0,0,0,0,0,0,0,0,0,0,7,118,0,0,0,0,0,5,0,0,0,0,9,65,45,2,47,73,0,0,399,0,0,38,96,2,0,120,0,0,20,0,121,0,1,32,0,19,3,1,40,7,1,11,0,1,0,0,0,0,0,0,41,5,0,0,0,0,0,2,0,0,0,0,0
DA10012,0,0,0,0,0,0,0,0,0,3135,0,0,0,123,312,0,0,1,435,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,3,27,54,1,1,49,0,0,9,0,0,15,37,1,0,0,0,0,1,1,54,2,6,1,0,37,0,1,7,5,2,0,10,0,0,0,0,0,0,0,3,5,0,5,0,0,0,0,0,1,0,0,355
DA01157,0,0,0,0,0,0,1,0,1,2102,798,420,0,70,561,0,13,0,896,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,4,11,20,122,1,10,0,0,257,0,0,0,93,0,0,2,0,0,1,0,53,0,23,47,0,106,2,9,4,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,30
DA10015,0,0,0,0,0,0,0,0,0,4864,7,0,0,144,303,4,0,2,0,0,0,0,0,0,0,0,0,0,11,1,6,0,2,0,0,1,0,0,0,0,0,60,166,84,0,31,66,0,0,18,0,0,5,97,5,0,59,0,0,1,20,9,0,14,2,0,32,0,0,19,3,7,5,0,23,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,295
DA10019,0,0,0,0,0,0,0,0,0,5501,0,0,0,156,254,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,66,82,74,1,170,51,0,0,182,0,0,1,71,0,0,18,0,0,2,0,8,0,18,160,0,87,3,0,55,0,21,7,0,54,0,0,0,0,0,0,162,0,0,16,0,0,0,0,0,0,0,0,0
DA10093,2,0,0,12,0,0,0,0,0,704,116,36,0,35,27,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,9,2,0,0,0,0,0,0,0,0,0,6,7,9,0,13,5,0,0,98,0,0,5,1,0,0,1,0,1,2,1,23,0,1,10,0,35,41,0,1,0,8,0,0,0,0,0,0,0,0,0,39,0,0,0,0,1,0,1,0,35,1,0,0
DA10135,0,0,0,0,0,0,0,0,0,3299,175,74,0,51,354,0,0,331,185,0,0,0,0,8,0,0,0,0,0,8,3,0,0,0,0,0,4,0,0,0,0,3,209,18,14,2,38,0,0,179,0,0,20,0,0,0,1,0,4,10,0,2,2,2,17,0,30,9,0,20,1,3,0,0,0,0,0,0,20,0,0,127,0,0,0,0,1,0,0,0,2,0,0,0
DA01041,0,0,0,105,0,0,2,0,0,29,0,0,0,0,5,0,0,0,39,0,0,0,0,2613,0,6,0,0,51,173,0,0,0,0,0,0,0,0,0,0,0,1,61,2,0,1,0,0,0,0,0,0,0,32,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,26,0,202,0,0,0,0,0,0,0,1,0,216,0,0,2,0,0,0,0,0,0,0,0,0
DA10085,0,0,0,36,0,0,0,0,0,694,496,6,0,51,161,0,37,1630,403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,30,79,143,11,66,90,0,0,190,0,0,4,204,1,0,34,0,0,4,0,7,13,0,20,0,16,15,0,43,0,1,1,0,181,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,4
DA00283,0,0,0,0,0,0,0,0,0,536,0,12,0,0,110,1,0,0,0,0,0,0,0,240,0,1,162,0,0,7,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,2,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,498,0,0,0,0,0,0
DA01024,0,0,0,1,0,0,1,0,0,2304,0,0,0,0,105,0,0,17,1,0,0,0,0,1,0,0,0,0,0,6,35,0,0,0,5,0,0,9,0,1,0,0,156,50,0,3,14,0,0,9,0,0,2,19,0,0,60,0,0,4,0,0,0,0,0,0,0,0,0,15,0,161,0,0,40,0,0,0,480,87,0,4,0,0,0,1,0,0,0,3,0,0,0,44
FMT14A,0,13,0,751,0,1862,16,1027,0,29,0,0,0,1,3,0,0,12,17,0,0,2,0,1,0,83,0,0,123,534,2142,0,0,0,0,0,0,0,17,7,0,6,1749,134,0,330,2507,0,0,7,0,0,46,429,0,0,74,0,0,223,0,121,0,192,895,0,36,3863,6,3,0,4298,0,0,27,8,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
FMT32,0,1,2,2,0,1,36,0,0,319,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,0,8,62,676,0,0,0,0,0,0,0,0,3,0,1242,8670,804,2,3,733,0,0,1280,0,0,0,200,0,0,328,0,0,6,0,4,0,32,0,0,8,0,1,472,2708,636,71,0,4417,0,0,0,5,0,0,67,0,0,0,0,0,0,0,3,0,0,0,0
FMT50,0,0,0,0,1,0,0,0,0,0,0,49,0,0,6,0,0,0,0,0,0,0,0,5354,2,0,0,0,0,5,60,6,0,0,0,0,0,0,0,0,0,0,1722,1,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1768,0,0,0,0,2059,185,0,0,22,0,0,0,0,0,0,0,0,0,0,0
DA00815,0,0,0,0,0,0,0,0,0,1153,0,4,0,0,213,0,1,0,21,0,0,0,0,374,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,77,27,5,0,2,1,0,0,0,0,0,276,0,0,7,0,0,1,0,4,0,0,0,0,2,0,0,42,0,112,0,0,0,42,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247
DA00908,0,20,0,0,17,0,0,0,0,39,0,0,1,0,11,1,0,0,2,0,0,3,0,1218,0,2,0,0,0,38,109,0,0,0,0,0,0,14,0,0,0,0,3,2,0,2,0,0,0,0,0,0,0,2,0,0,27,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,76,0,0,1,0,0,0,0,0,0,1,4,0,0,0,3
DA00380,0,9,0,0,0,0,0,0,0,56,0,0,0,4,5,0,0,0,21,0,0,0,0,1789,0,0,0,0,1,26,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2
DA10073,3,0,0,0,0,0,0,0,0,2925,0,0,0,170,0,0,0,0,195,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,6,0,0,0,0,7,85,37,6,1,5,0,0,2,0,0,88,26,0,0,0,0,0,3,0,22,0,1,2,0,19,0,1,35,0,151,3,0,0,0,0,0,3,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0
GG349S008.MID13.1328,0,2,0,0,0,0,0,3,0,985,7,5,0,0,279,1379,0,1493,14,0,0,36,0,30,0,0,0,0,0,3,0,0,1508,2006,0,1335,21,0,0,0,0,0,1,26,2,0,41,0,0,0,0,0,0,41,0,10,0,0,0,0,0,6,1,1,0,0,40,0,0,0,0,100,1,0,341,0,0,0,27,0,0,0,433,0,0,1,0,0,0,0,0,0,0,0
DA10152,0,0,0,0,0,0,0,0,0,3712,95,0,0,23,77,0,0,90,271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,32,88,2,6,3,19,0,0,206,1,0,21,42,0,0,4,0,2,3,0,43,1,9,60,0,24,1,0,33,0,20,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0
FMT19A,2,21,3,1013,7,140,1,4737,0,1617,6,21,0,11,75,5,0,39,65,0,1,16,0,10,0,322,0,0,0,42,10,0,0,1,18,0,0,3,0,0,5,7,212,414,0,159,540,3,0,97,0,0,13,148,0,0,26,7,0,138,0,112,0,31,70,6,164,89,5,1449,2,1266,0,0,1443,1157,0,0,39,48,0,71,48,0,117,0,0,0,0,7,0,0,0,1783
GSVY1IH03.MID11.pool3-11,0,1,2,1,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,21,10,13,0,178,0,0,0,0,0,162,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,2,329,2,13,260,0,0,0
GSVY1IH01.MID3.pool1-3,0,3,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,488,0,4,0,0,0,4,186,0,1,1,0,0,14,0,0,0,0,0,89,9,0,0,0,0,0,0,0,0,0,79,0,0,27,0,0,4,0,10,8,0,0,0,0,1,0,50,1,756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DA10154,2,0,0,1,0,0,0,0,0,3309,245,106,0,356,410,0,0,0,989,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,13,11,36,3,11,12,1,0,104,0,0,25,23,0,0,0,0,6,4,0,55,6,2,35,0,35,6,3,0,0,2,0,0,1,0,0,0,0,9,0,21,0,0,1,0,0,0,0,0,0,0,0,17
DA10022,7,0,0,1,0,0,0,0,0,1378,623,316,0,109,109,0,35,0,563,0,0,0,0,45,0,2,0,0,0,19,8,0,0,0,0,0,3,5,0,1,0,42,59,217,1,1,6,1,0,13,0,0,4,87,0,0,16,0,0,5,1,63,0,5,0,0,7,15,1,17,7,3,1,0,109,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,17
DA00605,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,633,0,0,0,0,3,0,25,0,0,0,161,15,1,0,0,0,0,0,0,0,0,0,33,116,6,0,2,0,0,0,0,0,0,1,19,0,0,50,0,0,11,0,3,0,0,0,0,0,0,0,8,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0
DA01044,0,4,0,18,0,0,1,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,33,0,0,0,0,0,0,0,0,1,0,0,0,1162,263,0,0,9,0,0,154,0,0,23,240,0,0,1,0,0,4,0,58,0,0,64,0,6,0,5,0,1,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
DA00889,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,1,6,0,0,2,0,2155,0,18,0,0,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,28,0,0,3,0,0,0,4,0,0,0,0,0,0,0,1,0,3,0,0,0,0,1
DA01588,0,12,0,0,0,0,0,0,0,1567,16,0,0,0,0,0,0,0,10,0,0,0,0,204,0,7,0,0,0,3,1,0,0,0,2,4,0,0,0,0,0,10,138,7,20,0,0,2,0,0,0,0,0,21,0,0,139,0,0,0,0,0,0,3,0,0,3,0,0,17,0,8,0,0,4,0,0,0,9,0,0,0,0,0,0,0,2,0,2,0,33,0,0,0
DA10186,0,0,0,2,0,0,0,0,0,5348,0,0,0,0,230,0,0,0,45,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,27,76,26,3,25,4,0,0,23,0,0,17,13,0,0,5,0,0,4,0,1,0,7,0,0,19,1,0,20,1,5,0,0,0,0,0,0,1,0,0,0,15,0,0,0,0,0,0,9,0,0,0,0
DA00581,0,0,0,2,0,0,0,0,0,1239,0,55,0,0,78,0,0,0,333,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,4,0,0,0,0,28,121,16,7,0,0,0,0,31,0,0,9,21,0,0,0,0,0,13,0,2,1,1,0,0,8,0,0,3,0,2,0,0,44,0,0,0,0,0,0,0,11,0,4,0,0,0,0,0,0,0,0,42
DA10018,0,0,0,8,0,0,0,0,0,1951,678,0,0,186,75,1,0,398,1151,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,4,0,1,1,0,75,86,18,10,6,59,0,0,44,0,0,47,20,1,0,23,0,3,2,0,6,6,1,10,0,12,2,0,40,0,5,10,0,24,0,0,0,0,0,0,7,9,0,6,0,0,0,0,0,0,0,0,0
GSVY1IH02.MID6.pool2-6,0,0,0,0,0,0,0,0,0,1511,0,0,0,2,301,0,0,63,62,0,0,0,0,0,0,0,0,0,0,1,0,0,44,46,0,29,3,0,0,0,0,0,129,24,6,0,63,2,0,43,0,0,9,230,0,0,4,0,0,4,0,22,0,1,3,0,11,0,3,32,2,219,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
DA00280,0,1,1,0,0,0,0,0,0,1116,0,0,0,0,618,0,0,0,0,0,0,1,0,240,0,23,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DA10115,0,0,0,0,1,0,0,0,0,3817,0,0,0,67,906,0,0,673,97,0,0,0,0,0,0,1,0,0,0,13,0,0,0,0,0,0,6,0,0,0,0,0,23,22,6,1,19,0,0,90,0,0,117,127,0,1,0,0,0,8,0,1,0,10,0,0,5,2,0,3,0,35,2,0,42,0,0,0,21,1,0,0,0,0,0,1,0,0,0,7,0,0,0,5
DA00720,0,2,0,0,0,0,0,0,0,212,0,0,0,2,1,0,2,13,17,0,1,0,0,821,0,17,0,0,0,121,0,0,0,0,0,0,0,0,0,0,0,17,32,35,0,0,3,0,0,0,0,0,0,25,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
DA10171,0,0,0,0,0,0,0,0,0,3791,62,3,0,0,892,0,0,0,261,0,0,0,0,0,0,9,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,50,98,4,1,0,0,0,0,75,0,0,41,252,0,0,0,0,0,2,0,76,4,4,0,0,49,1,0,82,0,10,0,0,307,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
GSVY1IH04.MID7.pool4-7,0,0,0,0,0,1,1,0,0,1538,4,0,0,1,2,0,0,1,7,0,3,1,0,1,0,0,0,0,0,6,0,0,91,38,0,5,0,0,0,0,0,0,30,82,0,47,0,0,0,1,0,0,0,22,0,0,0,0,0,41,0,11,2,4,5,0,10,16,0,2,0,2,0,0,1,478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,84
DA10083,0,0,0,0,0,0,0,0,0,3646,193,26,0,31,531,0,0,0,153,0,0,0,0,0,0,0,0,0,0,2,24,0,0,0,0,0,1,1,0,0,0,8,47,39,6,0,2,0,0,368,0,0,39,62,0,0,42,0,0,1,0,11,0,2,0,0,0,8,0,20,0,2,5,0,0,0,0,0,0,0,0,0,25,0,3,0,0,0,0,0,0,0,0,0
FMT51,0,21,8,754,804,0,87,0,1,1763,0,0,0,0,63,0,0,157,232,0,52,0,0,8,0,2,0,0,0,4977,4724,0,9,5,0,3,0,0,0,22,0,23,281,1545,38,0,5,0,2,1792,0,4,1,58,6,0,1717,0,0,14,0,376,0,150,0,0,0,0,0,140,17,115,791,0,35,150,0,7,2033,191,0,0,0,0,0,133,7,0,0,2881,2,0,0,0
DA00955,0,0,4,155,0,0,0,0,0,21,0,0,0,0,0,8,0,31,0,0,1,0,0,506,0,9,0,0,1,10,458,32,3,0,0,4,0,2,0,0,0,78,507,15,0,0,0,0,0,0,0,0,11,0,0,0,65,0,0,1,0,0,0,2,4,0,0,0,0,162,205,2079,0,0,18,0,0,0,336,49,0,0,11,0,0,0,0,0,0,0,0,0,0,2
DA00659,0,0,0,182,1,0,0,0,0,1213,0,0,0,0,1,2,0,0,1,0,1,0,0,0,0,0,0,0,0,34,0,0,0,0,1,0,0,0,0,0,0,2,9,19,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,476,0,0,0,0,0,0,0,1,12,12,0,0,0,0,6,0,0,0,0,10,0,0,0,2
DA10106,0,0,123,1,0,0,0,0,0,2743,0,23,0,36,254,0,0,0,323,0,0,47,0,0,0,0,0,0,0,0,81,0,5,1,0,31,4,0,0,0,0,16,90,23,10,143,15,0,0,138,0,0,21,0,0,0,3,0,2,10,0,17,2,6,86,3,55,7,1,10,0,4,17,0,27,0,0,0,1,0,0,65,0,0,4,1,0,0,0,0,1,0,0,0
DA10131,0,0,0,0,0,0,0,0,0,4251,0,23,0,55,365,0,0,26,379,0,0,0,0,0,0,0,0,0,0,26,1,0,0,1,0,1,5,0,0,0,0,7,108,42,2,140,5,0,0,144,0,0,15,23,0,0,19,0,3,9,0,39,0,7,3,1,57,3,2,3,3,14,5,0,1,0,0,0,1,0,0,52,70,0,0,0,0,0,0,0,1,0,0,64
FMT22,0,9,0,622,1,7,48,374,0,545,9,11,0,26,266,0,1,5370,86,0,0,5,0,7,0,1745,0,0,0,345,3178,0,0,0,0,0,0,3,0,0,0,203,2026,1190,3,1226,3909,26,0,1505,0,0,2940,917,0,0,50,0,0,85,0,90,0,162,451,0,33,1603,8,90,0,1750,0,0,782,1636,0,3,1658,31,0,0,28,3,155,0,0,0,0,0,0,0,0,1
FMT21A,0,1,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,29,0,0,0,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,103,0,0,0,0,1,1478,1,0,0,0,0,0,0,0,0
DA10147,0,0,0,0,0,0,0,0,0,2141,0,0,0,68,389,0,0,0,1045,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,18,22,7,48,5,0,0,111,0,0,213,4,0,0,0,0,0,12,0,10,0,0,52,1,38,20,0,1,0,3,1,4,0,0,8,0,0,0,0,9,19,0,0,0,0,0,0,0,0,0,0,2
DA10008,0,1,0,89,0,0,0,0,0,938,60,11,0,2,30,0,0,7,32,0,0,0,0,0,0,56,0,0,4,332,34,2,4,0,0,0,6,0,0,7,0,94,338,74,13,9,44,0,0,297,0,0,34,57,2,0,44,0,3,5,5,71,21,0,28,0,25,7,0,112,11,459,11,0,2,0,1,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4
FMT05,0,2,0,1348,2,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3319,0,324,2,0,1,267,1287,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,1,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,1,0,0,618,3,0,0,0,0,0,0,3398,77,0,0,20,0,0,14,5,32,0,0,0,0,0,0
FMT96,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,5187,2158,0,0,127,36,0,0,0,0,0,0,0,0,0,0,0,0,511,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,1,0,0,3,5,0,346,0,0,35,0,0,0,0,0,3,0,0,0
DA00282,0,0,0,0,0,0,0,0,0,761,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,24,6,13,0,32,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,9,0,0,0,0,0,0,58,0,0,37,0,0,0,0,0,0,1,0,0,0,0,382
DA01072,0,0,0,0,0,0,0,0,0,1422,1,124,0,10,471,0,0,2,1814,0,0,0,0,5,0,38,0,0,8,14,2,0,0,0,0,0,37,0,0,0,0,1,7,23,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,7,4,31,42,0,192,0,0,28,3,15,0,0,0,0,0,0,0,0,0,0,0,0,132,0,0,0,0,0,0,0,0,1133
DA01501,0,0,0,1,0,0,0,0,0,3,12,0,0,0,0,0,0,0,2,0,0,0,0,2226,1,316,0,0,41,526,50,0,0,0,0,0,0,0,0,0,0,0,10,2,2,30,0,0,0,0,0,0,10,0,0,0,4,0,0,176,0,159,0,8,0,0,4,0,4,43,20,12,0,0,0,0,0,0,46,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DA00804,0,1,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,31,0,0,0,0,2,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,94,249,7,2,0,0,0,0,35,0,0,359,198,0,0,0,0,0,2,0,1,0,0,0,0,1,1,0,0,0,8,0,0,30,0,0,0,0,0,0,0,0,0,14,0,0,1,0,0,0,0,0,479
DA10067,15,0,0,0,0,0,0,0,0,3894,300,0,0,212,177,0,316,0,193,0,0,0,0,0,0,0,0,0,0,0,35,2,0,0,0,0,2,0,0,0,0,5,354,9,1,8,10,0,0,178,0,0,86,24,0,0,1,0,0,2,0,84,4,0,8,0,33,24,0,29,0,1,5,0,0,0,0,0,0,0,0,78,0,0,1,0,0,0,0,0,0,0,0,11
FMT67,1,3,0,9,0,308,23,182,0,417,1,1,0,9,64,0,0,227,49,0,0,10,0,213,0,38,0,0,0,5158,0,0,0,0,0,0,0,0,2,10,0,1,349,93,0,214,578,4,0,132,0,0,72,605,0,0,2,0,0,154,0,5,0,29,0,0,1,0,0,0,3,193,0,0,810,448,0,0,0,15,0,0,0,0,16,0,0,0,0,2,0,0,0,0
