	CSM5MCYS	CSM67U9J	CSM67UBN	CSM67UBR	CSM79HLM	CSM5MCXR	CSM67UDF	CSM67UEM	CSM67UEI	CSM79HMP	CSM79HMT	CSM79HKV	CSM79HQ9	CSM7KOJG	CSM7KOJO	CSM79HOF	CSM79HOH	CSM7KOL4	CSM79HM1	CSM79HQT_P	CSM7KOMZ	CSM7KON2	CSM79HPK	CSM79HPM_P	CSM79HIN	CSM7KOJQ	CSM79HIZ	CSM7KOK3	CSM79HJC_P	CSM7KOKF	CSM79HP6	CSM7KOTK	CSM79HR6	CSM7KOOT	CSM7KORK	CSM7KOST	CSM9X1ZY	CSM9X22G	CSM9X22I	CSM9X21L	CSM9X21N	CSM9X237	CSM9X23B	CSM9X22U	ESM5GEXY	ESM5MEC9	ESM7F5C5	ESM7F5C7	HSM67VDZ	HSM67VE4	HSM7CZ14	HSM67VEE	HSM67VEG	HSM67VHW	HSM67VFX	HSM67VFX_P	HSM67VFZ	HSM67VGA	HSM67VGA_P	HSM7J4R2	HSM6XRVU	HSM6XRVW	HSM7CYZ5	HSM7CYZ7	HSM7J4I3	HSM7J4KO	HSM67VFH	HSM67VFJ	HSM6XRV8	HSM7J4PC	HSM6XRUV	HSM7J4PO	HSM7J4G8	HSM7J4IU	HSM7CZ1G	HSM7J4HA	HSM7J4HC	HSM7J4HE	HSM7CZ2E	HSM7J4HW	HSM7J4N8	HSM7J4NA	HSMA33JZ	HSMA33JD	HSMA33JN	HSMA33JP	HSMA33JR	HSM7J4KA	HSMA33OP	HSMA33PZ	HSMA33Q6	HSMA33PL	HSMA33PN	HSMA33LX	HSMA33LZ	HSMA33M2	HSMA33RD	HSMA33RF	HSMA33R9	HSMA33SG	HSMA33SI	MSM5LLI4_P	MSM5LLHQ_P	MSM6J2IQ	MSM6J2IY	MSM5LLER	MSM6J2JD	MSM6J2HJ	MSM6J2HL	MSM6J2R2	MSM6J2R8	MSM6J2IM	MSM6J2IO	MSM6J2MF	MSM6J2MH	MSM6J2MJ	MSM79HES	MSM79HEU	MSM79HEW	MSM79H7Y	MSM9VZNH_TR	MSM9VZNH	MSM79H6Y	MSM9VZGU	MSM9VZLJ	MSM79HAR	MSM9VZLL	MSM9VZEQ	MSM9VZES	MSM9VZF3	MSM9VZF5	MSM79H8B	MSM9VZOG	MSM9VZOI	MSMAPC7J	MSM9VZI6	MSMA26BN	MSMA26BR	MSM9VZIU	MSM9VZIW	MSMA26BB	MSMA26BD	MSMAPC6A	MSMAPC6C	MSMAPC5L	MSMB4LXW	MSMB4LXS	MSMB4LYH	PSM7J1CI	PSM6XBTP	PSM7J1CK_P	PSM6XBUK	PSM6XBUQ	PSM7J1BF	PSM7J1BD	PSM7J1AQ	PSM7J14X	PSM7J15I	PSMA265N	PSM7J16W	PSM7J184	PSM7J186	PSMA263W	PSMA2668	PSMA267F	PSMA267H
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Dialister|s__Dialister_invisus	0.00368	0.67283	0.02969	0.04201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00825	0.05939	0.0	0.0	0.0	0.0	0.06467	0.07059	0.20172	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.57037	0.17807	0.0	0.00155	0.0	0.0	0.0	0.02744	0.02061	0.41926	0.04433	0.49583	0.10123	0.0	0.0	0.0	3.39065	1.48621	0.03404	3.25124	0.78655	0.60371	0.10184	0.01355	0.01604	0.0	0.0	0.0	0.0	0.00692	0.27551	0.04299	0.07594	0.0	0.0	0.0	0.0	0.00421	0.00628	0.0	0.0	0.0	0.0	0.0	0.0	0.00075	0.0	0.0213	0.0	0.0	0.34137	0.39935	0.59582	0.01407	0.0	0.0	0.0	0.00946	0.0	0.0	0.02179	0.02464	0.23443	0.05106	0.0	0.44246	0.09765	0.07321	0.0	0.0	0.0	0.0	0.08335	0.1198	0.13715	0.01061	0.05659	0.15004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05631	0.01578	0.00416	0.09899	0.0	0.0	0.0	0.0	0.15277	0.13012	0.0	0.0	0.39766	0.05724	0.19494	1.00309	0.0	0.0	0.0	0.0	0.0	0.0639	0.04494	0.07184	0.18638	0.0	0.08378	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1113	0.10973
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_bicirculans	0.06603	0.04603	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.94394	0.98915	0.13605	0.12257	0.0	0.0	0.0	0.0	0.0	0.21645	0.59397	0.25363	0.12211	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.08314	0.0	0.0	0.0	0.06098	0.0	0.00819	0.4403	0.02333	0.0	0.0	0.0	0.0	0.0	0.00063	0.00388	0.70339	3.00625	0.0	0.0	0.0	6.58776	2.1503	0.04623	1.61019	1.19025	1.72621	0.0	0.0	0.34412	0.0	0.0	0.0	0.0	0.00557	0.04797	0.0	0.0	0.0	0.0	0.0	0.0	0.22737	0.04789	0.0	0.01524	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06586	0.3736	1.96135	1.38064	0.0	0.0	0.0	0.0	5.903	4.09441	0.0	0.0	0.0	0.4963	0.06994	0.13184	0.0	2.47569	0.0	0.0	0.4282	0.12711	0.0	0.26251	0.04297	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.47206	2.62593	2.4913	0.34339	0.62664	0.29462	0.06705	0.00666	0.0	0.0	1.87136	0.95033	1.25216	0.57338	0.14359	2.96867	0.0	1.962	1.02041	0.4993	0.28251	0.00286	0.00263	0.40552	0.03865	0.5107	0.56756	0.0	0.0	0.0	0.06889	0.02124	0.0	1.4231	0.0	0.0	0.0	1.14269	0.0	0.0	0.6379	0.0	0.0	0.0	0.0	0.11342	0.07532
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_sp_CAG_257	3.20954	0.40303	0.0527	0.88159	0.0	0.0041	0.0	0.0	0.0	0.0	0.0	0.00639	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02375	0.02007	0.0	0.0	0.0	0.0	0.0	0.0	0.00941	0.11639	0.0	0.0	0.0	0.0	0.0	0.00102	0.00488	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14048	0.01403	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00539	0.3008	0.0	0.0	0.34875	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00698	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2748	0.01076	0.0	0.0	0.0	0.00526	0.17454	0.20016	0.0	0.02806	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11993	0.0	0.0	0.14057	0.05146	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03749	0.0	0.0	0.0	0.00063	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_gnavus	0.00632	0.0	0.0	0.0	0.27749	0.01378	0.02815	0.0	0.0	0.0	0.0	0.05196	0.00485	17.30674	6.95388	0.0	0.00464	0.00738	0.246	0.13705	0.0	0.0	0.04502	0.0	0.04754	0.04121	0.01874	0.0	0.26883	0.00051	0.0	0.0	0.11495	0.08669	0.0	5.35914	0.0	0.0	0.0	0.0	0.02773	0.01946	0.0218	0.02045	0.17756	0.10142	0.0	0.0	0.00593	0.07437	0.41292	0.0	0.0	0.02012	0.0	0.0	0.0	0.01195	0.0	0.40828	0.06446	0.52308	0.06493	9.31038	0.0	0.00237	0.0	0.27648	0.0	0.0	0.0	0.0	0.04267	0.09031	0.29048	0.16509	0.01305	0.0	0.0	0.02022	0.0	0.0	3.30707	0.02657	0.00329	0.01178	0.01208	2.71712	0.0	0.0	0.02741	2.46328	0.90965	0.0	0.00347	0.03807	0.00547	0.00264	0.04554	0.02478	0.21698	0.0593	0.04921	0.0	0.0	0.0	0.0	0.73024	0.23358	0.0	0.01085	0.11237	0.11055	1.14947	2.33028	0.40619	0.0368	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08707	0.29049	0.05758	0.3106	0.0	0.09391	0.184	0.0	0.94657	0.0	0.0	0.13668	0.03201	0.0	0.0	0.41167	0.5573	0.0	0.03495	0.00711	0.0	0.0	0.0	0.001	0.0	0.0	0.00338	0.0	0.07216	0.0	0.34995	0.00711	0.0	0.33009	1.10832	0.86996	0.0	0.09325	0.01407
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea|s__Dorea_longicatena	0.7203	0.04328	0.31088	0.0897	0.22444	0.18163	0.06246	0.0	0.0	0.36861	0.09699	0.0	0.0	0.0	0.0	0.0	0.01233	0.01387	0.3395	0.48069	0.0	0.59189	0.37865	0.0	0.25706	0.36106	0.0	0.0	0.0	0.0	0.0	0.03305	0.0	0.0	0.23378	1.69696	0.02337	0.09972	0.22463	0.14017	0.08221	0.41078	0.29471	0.0	0.10577	0.13152	0.42194	0.05075	0.00782	0.08511	0.0	0.0	0.0	0.01311	0.51534	0.42588	0.09904	0.18465	0.08552	0.15371	2.98462	2.26315	0.0	0.0	0.03546	0.19485	0.0	0.0	0.48445	1.39734	0.07505	0.74875	0.02521	0.01921	0.10098	0.54561	0.47492	0.56153	0.01028	0.32878	0.0	0.11769	0.22261	0.0	0.02429	0.01355	0.01634	0.0	0.04729	0.0	0.08043	0.0	0.0	0.0	0.0	0.0	1.06262	0.98039	0.33097	1.96044	1.84422	0.0	0.0	0.0	0.0	0.42543	0.03907	0.57021	0.17327	0.04968	0.09234	1.7827	0.20071	1.02643	1.38328	0.35673	0.0	0.0	0.0	0.925	0.7918	1.19036	0.10929	1.75107	1.10364	0.1072	0.18235	0.35695	0.88738	0.0	0.0	0.0	0.08876	0.16941	1.64073	0.0	0.08405	0.03553	0.0	0.0	0.03755	0.0	0.30988	0.11427	0.0378	0.77529	0.0886	3.74711	0.11646	0.44687	0.21087	0.18582	0.06194	0.04192	0.07861	0.0	0.64558	0.0	0.0	0.24542	0.0	0.0	4.61705	0.0	0.19587	0.19277
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_hallii	5.85597	0.07912	0.02645	0.00339	0.16405	0.00727	0.0	0.0	0.19801	0.05291	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04271	1.66037	0.0	0.0	0.05644	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01895	0.0	0.0	0.20825	0.0	0.0	0.02649	0.22274	0.0503	0.00318	0.0	0.0	0.01293	0.00265	0.16033	0.0	0.0	0.0	0.0	0.0	0.02641	0.9642	0.0	0.05596	0.11037	0.01833	0.05264	0.02501	0.07721	0.24273	1.12001	0.0	0.0	0.0	0.0	0.0	0.0	0.18548	0.29468	0.04281	0.07999	0.00522	0.01397	0.0	0.0	0.03639	0.0	0.01137	0.18889	0.0	0.0	0.0	0.33378	0.02079	0.00507	0.03922	0.0	0.0	0.0	0.01263	0.0064	0.09888	0.11538	0.0	0.0234	0.00819	0.07119	0.13288	0.32425	2.56698	0.0	0.00092	0.0	0.02418	0.24541	0.01251	0.0	0.0	0.0	0.0	0.02519	0.0	0.0	0.0	0.0	1.85244	0.1674	0.2542	0.04438	0.43677	0.48716	0.01248	0.1152	0.31286	0.02038	0.01341	0.12922	0.37059	0.23981	0.60316	0.0	0.0	0.0	0.54169	0.0	0.004	0.02685	0.0	0.0	0.04593	0.0	0.18195	0.05646	0.03926	0.14716	0.02816	2.078	0.0	0.12588	0.35984	0.0	0.0	0.01675	0.0	0.00381	0.03979	0.05007	0.01848	0.0	0.0	0.0	0.0	0.0	0.03703	0.12857
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium|s__Clostridium_bolteae	0.09421	0.49759	0.0	0.0	0.0	0.00677	0.00166	1.97776	4.17365	0.0	0.00194	0.51301	0.07268	0.0	0.0	0.0	0.00034	0.00781	0.0	0.01078	0.0	0.0	0.0	0.0	0.55832	0.24332	0.02449	0.0	0.0	0.00657	0.0	0.441	0.28299	0.14598	0.0	1.99619	0.0	0.0	0.0	0.00046	0.00422	0.01208	0.05069	0.0	0.0	0.10768	0.0	0.0	0.01664	0.08834	0.29114	0.1205	0.02502	0.0	0.01249	0.00226	0.03802	0.02058	0.01048	0.00479	4.11819	0.05005	0.0	0.0	0.0044	0.01483	0.12847	0.267	0.0	0.0	0.05303	0.2234	0.0	0.0	0.0	0.01265	0.0	0.0	0.0	0.04152	0.0009	0.04268	0.0	0.0	0.0091	0.02399	0.0	0.0	0.0	1.08636	0.00837	1.06382	0.93646	0.01006	0.00713	0.00394	0.0	0.0	0.0	0.01294	0.15946	0.00443	0.0	0.0	0.0	0.04599	0.00065	0.04794	0.0434	0.0	0.0	0.56925	0.13252	0.18456	0.28281	0.07778	1.13117	0.01366	0.06511	0.0	0.0	0.0	0.0	0.0	0.0	0.00203	0.0	0.08707	0.00222	0.00327	0.0	0.0	0.0	0.00392	0.03998	0.1157	0.0	0.0	0.47608	0.1992	0.0	0.0	0.01699	0.0	0.0	0.0	0.0	0.0	0.00939	0.0	0.0	0.00315	0.0	0.0	0.0	0.0	0.0	0.17682	0.09003	0.0	0.1427	0.13503	2.64713	0.0	0.126	0.17079
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_sp_CAG_38	0.01811	0.11888	0.0	0.0	0.07659	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22945	0.14176	0.00947	0.02727	0.0	0.07101	0.69704	0.0	0.0	0.18362	0.11011	0.0	0.0	0.0	0.0	0.05214	0.0	0.0	0.0	0.28266	0.07338	0.12468	0.03228	0.00903	0.0	0.0	0.0	0.0	0.13211	0.09573	0.0	0.0	0.0	0.0	0.0	0.0	1.44106	2.47613	0.0	0.0	0.0	0.04737	0.0	0.0	0.01108	0.0	0.0	0.0	0.0	0.40515	0.63612	0.0	0.0	0.05848	0.02375	0.0	0.0	0.36724	0.54909	0.07901	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04111	0.3693	0.60243	0.7818	0.0	0.0	0.0	0.0	6.26742	3.18818	0.8484	0.0	0.0	0.0	0.0	0.0	0.95066	0.0	0.25713	0.0	0.0	0.04919	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2854	0.4614	0.05272	0.656	0.26222	0.18434	0.0	0.06006	0.10916	0.13158	0.0	0.0	0.17665	0.0087	0.0	0.0	0.2029	1.0395	0.04141	0.466	0.0066	0.36181	1.34253	0.10659	0.0085	2.83827	4.35384	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04137	0.0	0.00107	0.05198	0.0	0.0	0.0676	0.20905	0.0	0.30963	0.11216	0.0	0.0	0.8895	1.62671	0.0	0.0	0.01651	0.14179
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium|s__Clostridium_saccharolyticum	0.08438	0.02555	0.09877	0.03216	0.07435	0.0309	0.00118	0.0	0.0	0.0	0.0	0.3744	0.07991	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22397	0.02023	0.10184	0.0	0.0	0.0	0.0	0.0	0.0	0.00314	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06277	0.4784	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00088	0.0	5.11888	4.57314	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1088	0.09084	0.0809	0.03625	0.0	0.0	0.5258	0.17475	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03816	0.0	0.00875	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09099	0.02363	0.0	0.0	0.4144	0.44753	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13884	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_unclassified|g__Intestinimonas|s__Intestinimonas_butyriciproducens	0.05217	0.073	0.0	0.0	0.04368	0.01315	0.00078	0.0802	0.56344	0.09966	0.1503	0.0	0.00081	0.0	0.0	0.0	0.05648	0.0	0.0	0.0	0.02363	0.00371	0.0	1.63284	2.02849	1.04263	0.0142	0.0	0.06209	0.00586	0.0	0.48351	0.0	0.0	0.00028	0.0	0.0	0.11049	0.04058	0.0	0.0	0.0	0.08459	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01476	0.1376	0.0	0.4164	0.32173	0.43846	0.10711	0.1008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0027	0.0	0.0	0.0	0.0	0.0	0.0	0.00698	0.23126	0.0	0.0	0.03455	0.024	0.07486	0.0	0.0	0.0	0.0	2.376	1.77269	0.0	0.00195	0.00479	0.0	0.0	0.0	0.0	0.0	0.00306	0.0	0.0	0.0	0.0	0.01462	0.0	0.0	0.0	0.0	0.05506	0.17833	0.0	0.0	0.0	0.06004	0.13248	0.57427	0.0	0.0	0.0	0.0	0.0	0.0	0.24059	0.10209	0.00356	0.0	0.04121	0.05106	0.03016	0.07722	0.0	0.0	0.0	0.067	0.0074	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00363	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00855	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_unclassified|g__Clostridiales_unclassified|s__Clostridiales_bacterium_1_7_47FAA	0.15856	0.05282	0.0	0.0	0.01158	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00091	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00635	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07794	0.14121	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00654	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerostipes|s__Anaerostipes_hadrus	7.12126	0.33197	0.6036	0.3036	0.0	0.62161	0.13022	0.0	0.0	0.3973	0.18432	0.0	0.0	0.0	0.0	0.0	0.00801	0.0065	0.25432	4.8268	0.18711	0.33624	0.65411	0.0	0.0	0.0	0.43585	0.89662	0.0	0.0	0.0	0.00936	0.0	0.0	0.29131	2.47187	0.01103	0.17603	0.15078	0.3077	0.135	0.31317	0.06372	0.32428	0.33163	0.0	0.0488	0.0	0.12099	0.25201	0.22326	0.28905	1.38876	0.0241	0.00634	0.00757	0.0	0.13065	0.02783	0.30953	1.84014	6.70161	0.0	0.0	0.13009	0.09695	0.0	0.0	0.35507	1.28105	0.17403	1.29554	0.00807	0.04003	0.14323	0.0071	0.08481	0.10929	0.03228	0.08288	0.0	0.02429	0.0	0.64788	0.17238	0.1426	0.25187	5.39381	0.57832	0.0	0.00281	0.94687	0.89891	0.05532	0.0	0.01481	0.0148	0.04121	0.11063	0.20157	0.38525	0.24915	0.13932	0.01008	0.12572	0.03559	0.0	0.88715	0.34332	0.0	0.0	1.84248	1.40505	0.0	0.0	0.0	1.22173	0.1276	1.03557	0.27634	1.64752	1.58518	0.63016	0.42878	0.94845	0.0	0.00587	0.2787	0.51212	0.0	0.01516	0.0346	0.0224	0.06217	0.05221	0.11567	0.54624	1.14843	1.00272	0.86075	0.02225	0.0	1.18875	0.03416	0.10278	2.16142	0.44106	8.05816	0.18589	0.33558	0.96648	0.30595	0.10605	0.04651	0.01081	0.0	0.04444	0.0	0.0	0.03543	0.0	0.09235	0.75542	0.0	1.15203	0.6772
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerotignum|s__Anaerotignum_lactatifermentans	0.46181	0.23601	0.0	0.0	0.0	0.07407	0.03241	0.0	0.0	0.0	0.0	0.88893	0.05853	0.0	0.0	0.0	0.0	0.00613	0.0	0.0	0.0	0.0	0.0	0.0	0.34646	0.23682	0.03241	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03505	0.0	0.0	0.0	0.0	0.0	0.00345	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05548	0.01099	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0056	0.13143	0.08444	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.30278	0.04243	0.04832	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0286	0.0	0.0	0.0	0.0	0.0	0.0	0.38372	0.1395	0.06155	0.31489	0.0	0.0248	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05747	0.00719	0.0	0.0	0.0	0.0	0.0	0.07104	0.03054	0.02281	0.11121	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11056	0.0	0.0	0.0	0.0	0.0	0.0	0.0206	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruthenibacterium|s__Ruthenibacterium_lactatiformans	2.01874	0.42417	0.0	0.0	0.00517	0.30881	0.0415	0.44722	0.92963	0.02711	0.0	0.00499	0.0576	0.0	0.0	0.00063	0.01337	0.0	0.0	0.0	0.0	0.0	0.0	0.49502	1.09297	0.65367	0.03625	0.0	0.00536	0.01631	0.0	0.22201	0.32175	0.0702	0.03882	0.0	0.0	0.09937	0.02891	0.0	0.0	0.00065	0.15415	0.00608	0.0	0.00054	0.0	0.01384	0.0	0.0	0.07282	0.0	0.11752	0.0	0.10893	0.14893	0.25558	0.1783	0.11647	0.01385	0.08374	0.00737	0.00708	0.0	0.01991	0.00537	0.0	0.00487	0.01381	0.0	0.04991	0.49794	0.00276	0.0	0.0	0.0175	0.00163	0.0	0.0398	0.7472	0.00998	0.07882	0.0	0.02131	0.01439	0.01362	0.00725	0.0	0.0	0.04523	0.01118	3.45893	1.86291	0.0552	0.0	0.22509	0.0	0.0	0.0	0.28912	1.96802	0.00304	0.0	0.0	0.00873	0.0	0.05111	0.0	0.00499	0.0	0.0	0.79974	0.01908	0.0	0.0	0.0	1.29222	0.40107	0.93772	0.05513	0.33142	0.33728	0.0	0.03147	0.04627	0.04733	0.21187	0.00594	0.23505	0.01913	0.00935	0.00295	0.00932	0.00987	0.08224	0.06826	0.0506	0.08433	0.04265	0.0	0.0	0.0	0.05435	0.00219	0.0087	0.00531	0.0	0.08413	0.01562	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04742	0.08223	0.06477	0.02811	0.15798	0.13174	0.0	0.0	0.51201	0.29244
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_unclassified|g__Lawsonibacter|s__Lawsonibacter_asaccharolyticus	0.05411	0.18655	0.0	0.0	0.00111	0.08981	0.06503	0.0	0.0	0.05019	0.03231	0.0	0.0	0.0	0.0	0.12795	0.05672	0.09024	0.0	0.0	0.0	0.09708	0.0	0.02554	0.00516	0.00293	0.0	0.0	0.01237	0.02593	0.03315	0.0	0.09651	0.00593	0.56963	0.0	0.02097	0.01361	0.01581	0.0	0.0	0.01513	0.11942	0.00411	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03804	0.0297	0.01124	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01203	0.01461	0.0	0.0	0.0	0.0	0.0	0.0	0.27569	0.04677	0.0	0.0	0.00258	0.0	0.0	0.0	0.0	0.0	0.0	0.01152	0.03908	0.03203	0.0408	0.0	0.0	0.0	0.0	0.0	0.0	0.02265	0.0	0.02002	0.0	0.0	0.0	0.04329	0.0	0.03966	0.02788	0.0	0.0	0.0	0.18466	0.0	0.0	0.01759	0.03892	0.06723	0.06308	0.0	0.0	0.0	0.05243	0.04399	0.0	0.0007	0.0	0.0	0.02398	0.0	0.00153	0.00312	0.01801	0.15559	0.14803	0.0	0.0	0.00052	0.00393	0.0	0.16699	0.05582	0.91473	2.16206	0.0	0.0	0.04075	0.01782	0.00531	0.00798	0.11566	0.15036	0.0	0.1444	0.0	0.02028	0.0	0.0	0.0	0.0	0.0	0.0	0.02358	0.05458	0.02392	0.00043	0.0	0.0	0.0	0.0	0.19477	0.14943
