,N01,N02,N03,N04,N05,N06,N07,N08,N09,N10,N11,N12,N13,N14,N15,N16,N17,N18,N19,N20,A01,A02,A03,A04,A05,A06,A07,A08,A09,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,F-021C1A,F066-C2U,F066-C1A,F065-C1A,F064-C1A,F063-C1U,F-055-C1U,F-056-C1A,F-057-C1A,F-057-C2U,F-058-C1A,F-058-C2U,F-059-C1A,F-060-C1A,F-061-C1A,F-061-C2U,F-062-C1A,F-062-C2U,F-039-C1A,F-039-C2U,F-040-C1A,F-041-C1A,F-041-C2U,F-042-C1A,F-042-C2U,F-043-C1A,F-044-C1A,F-044-C2U,F-045-C1A,F-046-C1A,F-046-C2U,F-047-C1A,F-048-C1A,F-049-C1U,F-050-C1A,F-050-C2U,F-051-C1A,F-051-C2U,F-052-C1U,F-053-C1U,F-054-C1A,F-054-C2U,F-008C1A,F-009C1A,F-009C2U,F-010C1A,F-011C1A,F-012C1A,F-013C1U,F-014C1A,F-014C2U,F-015C1A,F-015C2U,F-016C1A,F-016C2U,F-017C1A,F-017C2U,F-018C1A,F-018C2U,F-019C1A,F-019C2U,F-020C1A,F-020C2U,F-021C2U,F-022C1A,F-022C2U,F-023C1A,F-023C2U,F-024C1A,F-024C2U,F-025C1A,F-025C2U,F-026C1A,F-027C1A,F-027C2U,F-028C1A,F-028C2U,F-029C1A,F-029C2U,F-030C1A,F-030C2U,F-031C1U,F-032C1A,F-033C1A,F-034C1A,F-035-C1A,F-036-C1A,F-037-C1A,F-037-C2U,F-038-C1A,F-001C1A,F-001C2U,F-002C1A,F-002C2U,F-003C1A,F-003C2U,F-004C1A,F-004C2U,F-005C1A,F-006C1A,F-007C1A,F-007C2U,F-008C2U
F-028C1A,0.08862711425659058,0.07921958194297435,0.0481279474455624,0.0830082792582276,0.08043776535495392,0.07971870383902381,0.08658964496508254,0.07921918027133863,0.08543807235265398,0.08362130154789026,0.08337361972222872,0.04946231369672506,0.04972926467668532,0.08063569882652631,0.08903491085695216,0.0776552558212241,0.09030211355266478,0.0741125283491752,0.07934847071286022,0.08020342666836372,0.0862320906832821,0.07965975868351792,0.07422166449827246,0.08411377881337319,0.09562638651334608,0.07637617219531084,0.0735800708940866,0.07231148816554692,0.09034113918221098,0.10630213440951067,0.07985781766588412,0.09788315914795004,0.0505820057461125,0.08175400429075041,0.07254302133007155,0.07465422031458713,0.09128312497948557,0.07338362274651591,0.09919382927298936,0.043992650459321624,0.05019222592937399,0.06940577073994673,0.07372041738217212,0.02990045768047156,0.06782124455956752,0.05291892400242428,0.06870156769005982,0.031330847626612715,0.07014238896108489,0.06959009819254275,0.07259562516938946,0.02066634224529143,0.07250101572489889,0.06995322580839558,0.07878100495163516,0.08857680172260189,0.12734076661088875,0.06039068158272308,0.06880145836470472,0.08497218387037431,0.06252801237761962,0.07202629002884996,0.08638537880220053,0.06813620682477589,0.05608455900260208,0.02775481366637729,0.07667277418804956,0.02091848585631775,0.08362295609193356,0.03126861706840802,0.0823928231264554,0.0770426549642241,0.09263641359972186,0.0659563963294372,0.10073183226275961,0.06331252931689238,0.055067789417656915,0.03364300006334154,0.07130462612348137,0.060534928474394664,0.048373904502421745,0.07750415912262655,0.04657170088214348,0.06701704169759982,0.047659228826116756,0.05299163543391902,0.1035513080085558,0.08021431766527244,0.0678463507222066,0.017464897722800337,0.0947488220115815,0.05471026298935273,0.09520987553295111,0.08182836126495976,0.03993896880548008,0.02323024820994432,0.02602197808267321,0.03245974999527204,0.07950117094959669,0.07387383546073598,0.050400365700946775,0.132758899873207,0.07293844930466688,0.05051793547372722,0.06215984054998715,0.02368152398667534,0.08816619005636814,0.09846734518031729,0.06793159115140181,0.057511487495849604,0.05754723300032438,0.0636508241042738,0.02224135066720253,0.03630797954629982,0.0,0.038843045846193955,0.03896309707773769,0.030245975067624362,0.057058872857069884,0.04844012258534826,0.0345162246823035,0.02702247541812855,0.058349563420163064,0.09397187451852443,0.05010344818970741,0.02980904479606127,0.07334533577023672,0.05914434216075527,0.030792513813147723,0.12616807199529087,0.0524761383588805,0.14433937560067006,0.10163574181533418,0.0382214256163572,0.06871597359992809,0.03345770538372379,0.04854919363138611,0.03553616810790561,0.07187976569409131,0.0711959875473382,0.11486084949107365,0.07471799274793002
F-028C2U,0.058279390674281284,0.06228735669793059,0.036207868191138796,0.05243954034999281,0.05113289560451785,0.052422368685183025,0.06019665953861399,0.0512939163271086,0.05734669185536965,0.056387134642653006,0.06407834611186,0.030831132286369124,0.03733417264492481,0.06615050942135614,0.06291503438941343,0.05100370687727086,0.060293554566159334,0.06322721574546518,0.064045099093475,0.06421655546754518,0.07059284945875868,0.06710259465696933,0.04715310104765284,0.058050371885838364,0.07926000832268293,0.04726660143817795,0.04775167008133988,0.04588299225071996,0.06481927639883434,0.08576530923489313,0.06673083975975878,0.08041438188393207,0.039602073993172456,0.05487777743958205,0.061740604657369275,0.04685177648538564,0.06957989295810102,0.05816168478995331,0.07395090730278461,0.03497418115913637,0.048496080908411204,0.05158577627054793,0.04727397641826038,0.02793778728221089,0.05408163414279659,0.06587626877326512,0.043851294271075134,0.030088959042977044,0.054459829760019764,0.05202643665778694,0.060364575134883885,0.03869285703928041,0.06673258487596434,0.05135203452625956,0.06189434800620108,0.06721941659535023,0.12170855271267234,0.05187412531610996,0.05785241909443155,0.07064131256860029,0.05006984602302575,0.06482191534969975,0.07462208719247816,0.05959954928444653,0.05111753850073718,0.03097458305702865,0.07246721731659618,0.05379827948402787,0.05691093716117576,0.05265526366187853,0.05741423701858223,0.06646565723344586,0.07676818702016305,0.059631013161031525,0.09031444395281982,0.04500797376803619,0.04511732419942376,0.05249870334894095,0.051263340359771856,0.04544819820135227,0.03819139189255574,0.0727001146955601,0.03601769435166099,0.05714306005972593,0.04112139967401065,0.08418415686540347,0.08917942054974472,0.0638980622104564,0.06031787370795288,0.0507683918764095,0.06930793514435053,0.0417022077790724,0.07508132819754594,0.06716770169472253,0.06998847732911968,0.056821658717152015,0.03166833650951345,0.06422679738118699,0.0576769538675733,0.06653220293706498,0.046051001537063256,0.11382251919112468,0.06573539736261874,0.029918133326541915,0.0425817693187047,0.04378160969249073,0.07070904746243471,0.09240799328781642,0.05984503483902022,0.04808311934668344,0.05325055106912015,0.042525033366166066,0.05451110783421027,0.03539480645611327,0.038843045846193955,0.0,0.041564242398725235,0.02607095787576044,0.03178621179092811,0.03293855911247631,0.06673710045094339,0.05929848538746746,0.04719268190302104,0.0793738385673787,0.04083928145166292,0.03548494290905507,0.05611804772797664,0.05225283434628649,0.030213834831619216,0.10384975125395092,0.058421112403685874,0.11712203410921763,0.08370541405816923,0.0681071181939714,0.062371344263955124,0.061760672199625,0.038346169614698646,0.03794893139996864,0.05752322009802743,0.04960321866601721,0.09922606970693765,0.06138148910788692
F-029C1A,0.07564394595085192,0.07854272100647733,0.050219524034314185,0.07711049276532655,0.07539290114308418,0.06887822145979343,0.08076290575118576,0.06792018000450276,0.07421893203160712,0.07243878918601677,0.08356047981890538,0.04556731751555761,0.04885640508651717,0.08260755054531492,0.07746924004170253,0.06630760605193278,0.08041981611239239,0.07872921359130466,0.08178289621702949,0.07603266964066022,0.08241009686160382,0.0821071562893333,0.06438656339090394,0.07402250843217387,0.09527841291568306,0.07005675317174344,0.06360672158170531,0.06454334658611585,0.0773654129071509,0.10548890537721331,0.08092907065857975,0.09395552308097672,0.051907396795371645,0.07044639857537971,0.07752956151597294,0.07059031710636504,0.09091791330019286,0.07609199342845807,0.08765424915769385,0.043639971727627444,0.04987512164269148,0.07003656731165259,0.06887971423232425,0.03457724058681016,0.0733106256292342,0.06302802331455411,0.07563342329064476,0.0381515790989656,0.07010016256290645,0.06985368223054468,0.07580266970577028,0.03349726611842583,0.07482480294498886,0.07610649403810571,0.0764871858594837,0.07372525973066155,0.13061361231308424,0.06762013759605776,0.07631706291789495,0.08369517847094564,0.06612992989441223,0.07486629813801976,0.08017696206531565,0.07013946184427866,0.05895707790803577,0.03121336220581218,0.08276542903237052,0.03672774148839784,0.08000563158293271,0.05148706912062738,0.07949952337946607,0.07931141337531616,0.07049950216324752,0.06612295334404643,0.10884210817146284,0.06397537963936178,0.05699775907652025,0.04412775870851016,0.06516174859287208,0.052658557219897206,0.049134334316044116,0.08221354392416015,0.055443174553122254,0.07676401069487195,0.05589128493905532,0.07370169373273121,0.10415411320439764,0.08360456746484336,0.06756787962926607,0.03673259449208283,0.08905008067530609,0.05900713527929083,0.09241123679749422,0.08662902228294629,0.059312407626408645,0.04978228601982321,0.027104937836679475,0.05796969687459453,0.062325162979021145,0.07578551187124218,0.06003797716017649,0.12590781982903446,0.07203294224257323,0.05627789183407921,0.06278211420102346,0.040806221936678655,0.08466424826596143,0.09803618801779629,0.0692825898619638,0.05636824668522632,0.06213700841108346,0.06642139503947272,0.041739460959708555,0.03342595507109466,0.03896309707773769,0.041564242398725235,0.0,0.02586180146665635,0.05643883789790411,0.056230231040686814,0.05570812304864486,0.051230213452918,0.06537458964032328,0.09976821637724755,0.052896237359778525,0.03921726660491016,0.07057740526518416,0.05614535700043575,0.03599104833046486,0.11901932195137684,0.0533600749069248,0.1321382278070585,0.07219932786840486,0.060750475139166565,0.0681816821213849,0.03409293397113617,0.04110058846266879,0.03846275795582406,0.07776451902937256,0.06897024300643441,0.12585373408109862,0.07172585229079065
F-029C2U,0.06334432696060209,0.06330067196877377,0.0351310361235123,0.06254538476536754,0.05853205946917458,0.05548541708540031,0.0663612132184928,0.05472348838575646,0.06090322092691151,0.05783510061201169,0.0668022730353306,0.029624782036697828,0.03448928301939558,0.0668633400263848,0.06413561288123304,0.052009291035496695,0.06641564665655457,0.06428490652806551,0.06677370765704044,0.06097143083368045,0.07097557501168186,0.06795530235246733,0.04921657371827095,0.059371188312066225,0.08010662764976845,0.054925335234869005,0.04809448526227098,0.05002591090221792,0.06602396867372226,0.0900517719297464,0.06341215531914376,0.07754164762408917,0.03659780207698274,0.05685528756541993,0.06322191568571112,0.0529300208363061,0.07446664119942044,0.06080754104407733,0.07528433982299317,0.0237486588966333,0.03438815995590867,0.05564656943117744,0.058015315887605556,0.024010720452087433,0.05495427503406201,0.054428560670667356,0.05473193781646308,0.026681038865273843,0.05735817943698687,0.053984245850319024,0.05764737184739282,0.02582132899168751,0.06004447905497125,0.05953451403246837,0.05862505669862093,0.06524982781769298,0.11851727225853337,0.05357741527091895,0.06139109359399412,0.07454213775715401,0.05297726435018551,0.06179783009379508,0.06938021992657292,0.054982035344355966,0.042773264427987005,0.02394510293637307,0.06934023484528708,0.03187280694560458,0.06569245397762419,0.04150700932861138,0.06441522559075784,0.06258328619400293,0.07626375545542115,0.05206172849514625,0.09299745227967585,0.04978974923439658,0.043218562043529994,0.035656531095194566,0.05522236441312191,0.044813546393757245,0.032246321860898736,0.06938823413084859,0.03992572294961381,0.057490827269489474,0.039177985239348345,0.06896922823071955,0.08793229889374146,0.06375215813672559,0.05197095741794852,0.02939189003188389,0.0761672395873161,0.040476531893445605,0.07755877879286971,0.07185716976072157,0.05451352883524379,0.043652811126856234,0.022033786704168903,0.049676415948577274,0.06880104770538345,0.06456097527698156,0.04561577517831334,0.11287758506312541,0.05939355900393731,0.03754477473305377,0.050679235623063666,0.02839452798847327,0.06794971091842072,0.08811268161955818,0.05688813004689377,0.0429976242266327,0.04915973018861389,0.051769623553408875,0.032749840729776554,0.02397712513997232,0.030245975067624362,0.02607095787576044,0.02586180146665635,0.0,0.044766667944332476,0.040449794039374716,0.04875259082838792,0.04570495226516498,0.04929110013741846,0.0866512774795866,0.03626276386404838,0.02525287855832066,0.05747881083702386,0.04771584205874203,0.022547553536249435,0.10781831014671735,0.048072492126070954,0.12888298289771205,0.07993083059497742,0.05015139715968939,0.056465783528584154,0.04757912851359615,0.03422358875940902,0.02489754852252668,0.06179103581892535,0.05784379020679337,0.1091790790365602,0.056803284508806694
F-030C1A,0.055880391628319016,0.06625831726693768,0.03734562989759909,0.04917546946440457,0.04780612834340794,0.05039948273313135,0.06075187565286564,0.05186868894615344,0.05910557651548512,0.05453118419991215,0.06861849992034653,0.0328663714901635,0.039138409144263094,0.0703421177126984,0.0631427087895971,0.05163327451783094,0.05581805182141129,0.0681980695833076,0.0678747383326688,0.06795592150915919,0.07353879716656572,0.07055589628874029,0.04808996525744749,0.05492732633909163,0.08238808882589489,0.04785270910044107,0.047798031346869954,0.04826942171820819,0.061208060431863776,0.08850014035446901,0.07031681958731925,0.08419279301147171,0.041971980092684075,0.05614879298569849,0.06673289868348933,0.04405604045686283,0.07541795842492063,0.06168455576171009,0.07207205465629987,0.053285722684466984,0.06685854367233808,0.05722916001342322,0.04968393676882898,0.044029614670698325,0.05916322196867846,0.07559224781553363,0.056708260983937095,0.03728750168070515,0.05995556875060755,0.057958439047773466,0.058369636780060505,0.047858225318988194,0.058823681619805585,0.05937867299721579,0.06595478614435903,0.06511421662042595,0.1225786602354439,0.05564648461677661,0.05991118203547371,0.07531991678471972,0.049820446060913376,0.06846031934993842,0.0784844220235603,0.059282878423463116,0.05037772579780513,0.04652071436388187,0.06950214143707707,0.0574182226825643,0.06170009002894043,0.06763386188894209,0.060033732465226426,0.06837775628448158,0.08112774349448416,0.05597415134693273,0.08648995404852966,0.04951785119395876,0.04419711899177834,0.055576432078246085,0.04591526886290149,0.0422396439363496,0.041531847662160656,0.07232742492851273,0.04305041818734156,0.061059495613245154,0.04409689522159173,0.09192838154422,0.08931068334491879,0.07146469055539888,0.05793269714959199,0.06472156458033547,0.06585659898985685,0.044932507201867304,0.07088949679868523,0.07080784978785822,0.08424068832622789,0.06874541256165885,0.048326708191406956,0.0717114306355215,0.06505482842804342,0.06257851189303086,0.03775385213147324,0.10813554329066671,0.05973945509852819,0.02630299288487731,0.039451496323787694,0.06097980322627415,0.07480552073379539,0.08546750380421518,0.05925781959498248,0.04291028103518719,0.05467676965144764,0.05063262350364542,0.06508981506763206,0.046070773184399144,0.057058872857069884,0.03178621179092811,0.05643883789790411,0.044766667944332476,0.0,0.040668752404039964,0.06857873818517145,0.0698423256812984,0.05029111751444514,0.08455560660207805,0.04495579226066172,0.04754452430313891,0.06271339883693132,0.04872851653532935,0.04385461012346899,0.08307489543416081,0.06434094848595369,0.11343450020545488,0.08273066476693976,0.07604211816168487,0.0602746438539187,0.07112738418681454,0.03978153227540559,0.04577023963354353,0.055059294604526014,0.06007922872806774,0.10495867022060064,0.06284570604207138
F-030C2U,0.07799295979677064,0.06464210541309398,0.0434861315954351,0.07215216634280647,0.07022377656994086,0.07095943694962635,0.08030834375310637,0.07206387776881609,0.0772412631645317,0.07558990664422906,0.06815095057422367,0.041557602676202864,0.0446240358042572,0.07761290923559802,0.0815842693796433,0.06976232451263341,0.07894429747400668,0.07478561385617166,0.06610125877768734,0.07502763592032272,0.07208026889899773,0.07709386690302453,0.06679433469119264,0.07733984760220128,0.09044044724604569,0.06571934351444049,0.06564054143972022,0.06634873156326071,0.0777445168480499,0.08889392008951436,0.07507466847057462,0.09083365732088315,0.047572094087339895,0.07288955825366573,0.07350666286107811,0.06650335209538255,0.07599234753773382,0.06124329790684351,0.09090298932518347,0.04168737027966205,0.051894246887800415,0.06509351402933945,0.06238915972255699,0.036648332531000104,0.05778461937224896,0.06942067080276124,0.05473079407901475,0.03164571683547825,0.06285593363654189,0.06426320941771405,0.06524025611731973,0.038914630432904204,0.06615423175954806,0.06615429175850186,0.07131547242008858,0.07727329744175783,0.12777434213891775,0.06178888024327015,0.06330226684781026,0.0814224595719569,0.04927452982073855,0.07474639410832107,0.08327197385759709,0.0648713667645803,0.056852341344115695,0.03678524560788718,0.07386069900325695,0.05357911488953915,0.06765138932424468,0.05147905353692289,0.062478731757701605,0.07076785233966004,0.08790520772886747,0.06407350027055651,0.07564247199334757,0.054896786268188835,0.04277576418120092,0.03783949921249945,0.05840057728781993,0.05249721910376895,0.0454564617632143,0.08165162018034403,0.04266341803346596,0.06324304573205612,0.047752406118083665,0.08612790559873416,0.09340807144106755,0.07015159261989955,0.06487466948230337,0.0553863740609287,0.08740499551657191,0.04583423458249822,0.0915431735281356,0.07349243013839935,0.07769019072337437,0.06090969768306692,0.0432987121130439,0.06460121768652048,0.06643882348848133,0.059899805821406645,0.040758513153454426,0.12569089828090968,0.06568884275871564,0.039197393815422775,0.04803191997244387,0.054599324606745325,0.07905151076528907,0.08909521147576212,0.047170903781741554,0.0496838236928987,0.059224775860287744,0.06359856250885979,0.0555890595916671,0.03714208552362389,0.04844012258534826,0.03293855911247631,0.056230231040686814,0.040449794039374716,0.040668752404039964,0.0,0.059683346653110536,0.06036187517757741,0.05558367326528653,0.08230771866070008,0.04255843061615464,0.033348629361405806,0.061481685092982345,0.051920031119363975,0.03473794613234082,0.10837931104816981,0.05065372490676717,0.13257777246279331,0.08884480661632806,0.05595152764287956,0.060948710361056924,0.0625522334402737,0.046235121801299454,0.034520756209733244,0.07036410664446319,0.0584449248012457,0.10048875527969223,0.07047508166810006
F-031C1U,0.10285842648587483,0.09410658196106886,0.0617596266308505,0.09854087972384172,0.09620630842102695,0.09447122931337971,0.10300680310421856,0.09515338629059202,0.09969538754592652,0.09738493718466369,0.09861235347049785,0.06402185517185195,0.0635432144882846,0.09858656614964123,0.102956815207545,0.09031046123589097,0.10446995831201943,0.09348367808249565,0.09475766552318954,0.09545187740052995,0.09987014420219845,0.09646432662178515,0.08858152136444075,0.0983791041546788,0.10972300934599112,0.09240988057947948,0.08678118150217522,0.0879126091578716,0.0991201211963576,0.12018547848745097,0.0914395478959801,0.11190329761812366,0.06471457640628125,0.09547517614306314,0.09231308039245795,0.08956293513407827,0.10847895348288727,0.08872493514059325,0.11192506163074666,0.05643259219639171,0.06584261543617266,0.09031003033754206,0.0883185698060386,0.05146116491659844,0.08018840535911073,0.07106118714781075,0.0954615715653002,0.04468743718583159,0.08566895487929853,0.0884256644229964,0.08588832233011628,0.03998780127259623,0.07343968071002648,0.09632179332149901,0.09731383042354573,0.10362317966477058,0.1418722818889522,0.08127952205828401,0.08656777228118943,0.09957107909332422,0.07831501406812216,0.09293656782772097,0.09861713836326735,0.07779207705136236,0.06798862840400026,0.048003031329190225,0.08872592519482271,0.025025986198998817,0.09831307383360197,0.03419008332903804,0.09790039644214074,0.08898141288557751,0.10469948202393561,0.07462306186664251,0.11335621885269705,0.07778186227624939,0.06561246387820109,0.0356776145419662,0.08273852454643162,0.07315386689069636,0.06195318819771773,0.09373056182305974,0.06848990951736075,0.08038452316764548,0.06686795479277532,0.04355223652714272,0.11459815242451257,0.09771126959152507,0.07960838947239346,0.029688097386598746,0.11297348518563238,0.06942293255577568,0.1089539608907063,0.10101725323982706,0.03459409487267644,0.01995283882655334,0.04771756934131461,0.025759074177866163,0.09711464707519492,0.08301064042457797,0.05474320454872328,0.14038107120101367,0.08327484871350595,0.07209974544542894,0.07879914103696828,0.031351952947525914,0.10040535671030029,0.10756390479533971,0.06521529228662265,0.06518202195052446,0.07637660754217043,0.08811941049568481,0.02765104943613325,0.04798328212771715,0.0345162246823035,0.06673710045094339,0.05570812304864486,0.04875259082838792,0.06857873818517145,0.059683346653110536,0.0,0.034676677491740075,0.07706238600938833,0.11437379810851145,0.05406798414609276,0.044851252784332045,0.08690892290346039,0.06981744765248973,0.04788749640051729,0.13031670713320756,0.05889217653762276,0.1599909131791175,0.1078792814217484,0.032314743266962924,0.07901306810872999,0.03813884042144126,0.06053596876709795,0.04435346315417772,0.09382551185781711,0.09304233632652294,0.1356032463309927,0.09156349973829053
F-032C1A,0.10264438657043219,0.09203042152226229,0.06375937790971947,0.09444977502945702,0.09540828313364064,0.0936350978874875,0.10056442820669916,0.09489080300426853,0.09977776867866885,0.097613809205383,0.08930392414627544,0.06398166847949559,0.05845887288192456,0.09487383212431356,0.10147356283143867,0.09131274290737332,0.10367274776573507,0.0913792656292876,0.08904747358954583,0.09371316748362893,0.09178103577734176,0.08867306389790831,0.08797117187420284,0.09808552802151188,0.10997400117515152,0.09201073527477031,0.08637889427118994,0.08678259357134606,0.1019573126523608,0.11180486847306706,0.08940412832482912,0.10997702677206202,0.06703714026413284,0.09269997719967153,0.08879787733492253,0.08862168634442631,0.10497951244158428,0.08015051961081752,0.11122147825066313,0.060147663986494564,0.06514839411216798,0.08553265052386551,0.08791316601760188,0.047529660746295804,0.08468058604271592,0.070511864444902,0.08694543169882864,0.04666582347172978,0.08515047867790472,0.08425984579145526,0.0877165166377094,0.035888898105257125,0.08924248672873737,0.08637345911335775,0.09101482223920063,0.10046638520061373,0.14180173946118654,0.07610553360623978,0.08241273501343914,0.10004347521683143,0.07598146455105623,0.08575860544191005,0.09770579259328215,0.08256796449825006,0.0704557694538723,0.044622213378630156,0.08326594136481764,0.03218813343404029,0.0910941776587545,0.03540613544478779,0.08760452263747236,0.09352791717635743,0.10769684782080195,0.0779382658148546,0.10646257198726256,0.07890266330843677,0.06973212953427219,0.04202791545653277,0.0834463571486555,0.07145082906505995,0.06281274023365101,0.0949823466243553,0.06340253649989806,0.08630459210922457,0.06618766268795126,0.05491555936856985,0.10890664958591702,0.0856676606107656,0.0770557988014105,0.03326864057962479,0.10917253652364844,0.0710922124592495,0.1090244004378292,0.08899579469053848,0.04409943028041431,0.030689541311224894,0.042804249924689695,0.03750722798940179,0.08634634118466757,0.0823450364815783,0.05971804871183301,0.14441541702344365,0.08348140711128649,0.06658625045053705,0.07613575444739266,0.029127517022343206,0.09476750755038538,0.1113838069068223,0.07867113701301529,0.06903958542317162,0.07044190776958975,0.07587872996432098,0.03158864708152695,0.05017155027882459,0.02702247541812855,0.05929848538746746,0.051230213452918,0.04570495226516498,0.0698423256812984,0.06036187517757741,0.034676677491740075,0.0,0.07420926568761528,0.10092091418406038,0.06359410337125365,0.04686281120914141,0.0799102561841955,0.06433027797282251,0.04883520009994004,0.13433664607727838,0.05997104083852724,0.1528305449701514,0.10650567638417661,0.043884092611920236,0.07977614776994257,0.04098227423332156,0.06322169750778543,0.046668079363475716,0.08790030679845737,0.08941409133039217,0.12581598780311373,0.08774240325468646
F-033C1A,0.06685364204252091,0.05119400877412048,0.024972802415841027,0.060498408602272534,0.05899186171888345,0.0597510148831807,0.06251816013769523,0.058819258522624415,0.06246798737712708,0.06158713679209078,0.058353805722149696,0.029235550471978435,0.03133981988292213,0.05844809104825287,0.0663156562036928,0.05668500105811927,0.07029932201197063,0.05392390882989633,0.053482694094844505,0.059326437754428286,0.05928086345020657,0.05773670630227127,0.05279846292889799,0.06378597141303524,0.07411749923595175,0.05395110331329689,0.0522164605301884,0.050958136655018894,0.069844599949283,0.08152240987708598,0.057993376516758774,0.0771667725346157,0.028580693021800784,0.05979814189149889,0.05255909914617542,0.05478210363169222,0.0663545562570483,0.0476978110912242,0.0774368920219833,0.05337241638154807,0.0550532832816874,0.043536486093182926,0.052072592473223614,0.05220240996318039,0.03794035685346135,0.07814443950825309,0.05271513930770079,0.040923562274950545,0.04692286622822566,0.047054507448988175,0.04799776024783981,0.055204707511787694,0.047919630902645734,0.05073631684753978,0.06008723257958867,0.06643700982950926,0.10720112229354359,0.04426745086641279,0.046367338781453285,0.06050883984068423,0.03757631694387729,0.05047872537430481,0.0619421325014462,0.03673411687231033,0.04178243780857532,0.05135557991505534,0.05888046742760703,0.06285220208725915,0.05420244997027001,0.06625140047175687,0.061262426126687836,0.04488516389388034,0.06721007033249246,0.04524602719516772,0.06963576861812873,0.039723836040531584,0.03145654462931894,0.06593296280247196,0.05293778873157489,0.04115344566074428,0.026341955235522702,0.0536157623575976,0.027863131934481058,0.04398506477807225,0.028369468784749788,0.09887737177645688,0.07877784709476585,0.05072386844479252,0.04986932151371833,0.06493706838883556,0.07298601038130459,0.028950352147970534,0.07305663044122046,0.05860447068930719,0.08224790089042266,0.0688215306675564,0.05134547343301194,0.07364159193132136,0.05899191453183367,0.043664528546737615,0.03968936008416714,0.11106854650145949,0.04787792026128299,0.04110411240191972,0.041019964652480846,0.06459709726966643,0.062108344085323904,0.07310153868798276,0.05357735187723294,0.04021151278443576,0.04442636559118845,0.04364656184606595,0.06525996523509406,0.049337613010787706,0.058349563420163064,0.04719268190302104,0.06537458964032328,0.04929110013741846,0.05029111751444514,0.05558367326528653,0.07706238600938833,0.07420926568761528,0.0,0.08022701915848979,0.043795517163025675,0.0427283800880802,0.04568253074087763,0.040012830979490564,0.04164799868024723,0.10958302910517942,0.08201920674973413,0.12869565914464393,0.08265640190787783,0.0725097190071658,0.05220310936651806,0.0783900484313296,0.040729221779696935,0.048502960356731774,0.05504798204415573,0.04662198034455634,0.0808809030459516,0.05561702711052511
F-034C1A,0.08016074515276207,0.06351423664375945,0.0658214778980401,0.06922548396768365,0.07090159812292417,0.0673422818449673,0.07736494862729595,0.07139541572408306,0.07157361653026578,0.07488418044018713,0.056955722527495985,0.06706844659071459,0.06677156600962603,0.07559164487473942,0.07699110928483184,0.0686629085716744,0.08038161946277081,0.07241662652864662,0.056750844763875694,0.06890592809275482,0.05530277985196347,0.07032266337845232,0.06463044954980765,0.07614808832615697,0.09119480365523264,0.0676166122973926,0.06409137652324867,0.06312383390862973,0.07521162860081301,0.08263733580948447,0.07073887844552076,0.08361501153942945,0.06766873231281989,0.0675701518845507,0.07114771361214063,0.06580571476023912,0.07049984126890262,0.05316456538438697,0.08419952432985664,0.0912662585511065,0.07793019579431243,0.05633104124021988,0.06479578324700531,0.08493890995379194,0.060204341584020264,0.1190661990896998,0.05557834082790088,0.08127349087087338,0.061559164287707455,0.06779616677958288,0.07027914610476582,0.09317447790481974,0.06981601715357531,0.055890587658168144,0.06912158614492926,0.08108311810620529,0.12361488966168853,0.07734215772496138,0.06503782903524359,0.07769621805005199,0.04941105700457742,0.0689758971874754,0.07939010617679666,0.06566701071924202,0.06534009142020411,0.08246860201863267,0.06563190625052889,0.10385503201595524,0.057363904901797734,0.09029540401511255,0.04090583582500104,0.06979427568373328,0.08635087680865211,0.07260306965447298,0.0767687217156227,0.07828340930137394,0.06935545433778864,0.08884802644674002,0.055799552331467474,0.07267796818302572,0.06836215413088736,0.07414207325973012,0.05874147031904815,0.06035742918116406,0.06229474217235482,0.13429007164244128,0.09426521422401152,0.047245049238343474,0.07695048365202845,0.10320784288528308,0.08635391898710874,0.06681082935469916,0.08849026334577734,0.06658964392469892,0.12299931046561358,0.10985109232202309,0.0952440409658313,0.1146740719937393,0.06019915577828055,0.056223852247810846,0.07640320805773379,0.1254871734760866,0.06819777426527004,0.07400850236079563,0.066584117301497,0.10282108931717535,0.05859748453220134,0.0963207608804729,0.09326755654717828,0.06309247673393295,0.07475278601802776,0.05615551648793145,0.10561155796588213,0.08469026074192555,0.09397187451852443,0.0793738385673787,0.09976821637724755,0.0866512774795866,0.08455560660207805,0.08230771866070008,0.11437379810851145,0.10092091418406038,0.08022701915848979,0.0,0.0817257663521363,0.08352684310933885,0.052011023237319855,0.06491376811785914,0.08094490294440225,0.1139865459359419,0.10477468747946529,0.12873596052125824,0.08005927026304042,0.11152685695185115,0.08412253670571838,0.11628605995472927,0.08339909404263007,0.0873530339119809,0.064637897668844,0.06233861923601343,0.05826723540189268,0.06427892050724143
