"","DA01227","DA10098","DA10184","DA10151","DA00568","FMT81","DA10136","DA10067","DA10104","DA00720","DA00165","DA00498","FMT02","FMT99","GSVY1IH01.MID7.pool1-7","DA10158","DA10168","FMT85","GSVY1IH01.MID6.pool1-6","DA10175","FMT17A","DA10096","DA00170","DA00595","GSVY1IH01.MID9.pool1-9","FMT88","DA01242","DA10051","FMT93","DA00721","FMT44","DA00381","DA01384","DA00619","DA00383","FMT32","DA10009","DA00470","DA10189","FMT10A","FMT103","DA10143","GG349S007.MID13.1327","DA10017","DA10166","DA10065","DA00818","DA00318","DA01468","FMT21","DA10172","DA00804","DA00108","DA00729","DA01205","DA01161","FMT16A","DA10119","DA10167","GSVY1IH02.MID4.pool2-4","DA10073","DA10084","FMT59","GSVY1IH02.MID12.pool2-12","DA10055","DA01335","DA10022","DA10156","FMT100","GSVY1IH01.MID5.pool1-5","FMT72","DA10160","DA10093","DA10181","DA10053","FMT18","FMT19A","DA01106","DA10038","FMT108","GG349S008.MID13.1328","DA00581","DA01408","FMT16","DA10162","DA10083","FMT21A","DA00555","DA00675","DA10164","GSVY1IH03.MID4.pool3-4","DA01547","DA10061","DA10123","DA10188","DA01231","DA01324","DA10050","DA00904","DA10142","DA00280","GSVY1IH02.MID9.pool2-9","DA10154","DA01128","DA10033","DA10150","DA10011","DA01073","DA00228","DA10079","DA00815","FMT58","DA10145","DA00603","GSVY1IH04.MID3.pool4-3","DA10091","FMT11A","GG349S005.MID13.1325","FMT26","FMT102","DA10015","FMT04","DA00575","FMT29","DA10152","DA10058","DA10178","DA00397","DA01235","FMT28","DA01119","FMT11","FMT22","DA10110","DA00896","DA10149","DA01071","DA10003","DA01109","DA00927","DA00884","DA01291","DA10141","DA10002","GSVY1IH02.MID2.pool2-2","DA10081","DA01068","DA01588","DA00491","FMT97","GSVY1IH03.MID6.pool3-6","GSVY1IH01.MID11.pool1-11","DA10169","DA01467","GSVY1IH04.MID6.pool4-6","DA10054","FMT62","GSVY1IH01.MID4.pool1-1","FMT20","DA10146","DA00282","DA10042","FMT10","DA10056","DA01030","DA10016","DA10108","FMT67","DA00778","DA10112","DA00886","DA10029","DA00988","DA00691","DA00299","DA10012","DA00154","FMT33","DA10121","FMT77","GSVY1IH04.MID2.pool4-2","FMT109","DA01134","DA00953","DA00369","DA01259","DA10183","FMT92A","GSVY1IH01.MID10.pool1-10","DA10027","DA10177","GSVY1IH02.MID8.pool2-8","DA10039","DA00621","DA10127","FMT23A","FMT14","DA10035","DA10028","DA10113","DA00236","DA01267","DA10048","DA00955","FMT15A","FMT106","DA00563","FMT105","DA10006","DA00638","FMT12A","DA01380","DA10026","DA00380","DA01005","DA01040","DA01213","DA01582","GSVY1IH03.MID7.pool3-7","DA10008","DA01255","DA00578","DA10018","DA00687","FMT05","DA10090","FMT69","DA00984","DA00673","DA01311","FMT66","DA00556","FMT13A","DA10115","DA10171","DA10131","FMT71","FMT82","FMT78","DA10025","DA01571","FMT15B","DA10062","GSVY1IH02.MID7.pool2-7","DA00550","FMT35","FMT25A","DA01190","DA01441","FMT53","FMT03","DA10049","DA01129","DA10155","DA01563","DA10165","GSVY1IH04.MID4.pool4-4","DA00605","FMT47","GSVY1IH04.MID7.pool4-7","DA10069","DA10070","FMT15","DA10100","GSVY1IH04.MID7.pool4-1","DA10148","DA00283","DA00897","GSVY1IH03.MID8.pool3-8","DA10138","DA01381","DA10107","FMT23","GSVY1IH01.MID4.pool1-4","DA00632","DA00908","DA10117","DA10147","FMT19","GSVY1IH01.MID12.pool1-12","DA10047","FMT41","DA00600","DA10059","DA00153","GG349S004.MID13.1323","DA00850","DA00346","DA01167","DA01245","DA00530","DA01320","DA10135","DA01339","DA01193","DA10170","DA10030","DA01143","FMT95","DA10095","GSVY1IH01.MID2.pool1-2","DA01018","DA00812","DA00740","DA01157","FMT3A","DA10161","FMT110","DA10174","DA10019","DA00989","DA00926","FMT64","FMT37","GSVY1IH02.MID10.pool2-1","DA10076","DA01203","DA01076","FMT39","DA10066","GSVY1IH02.MID6.pool2-6","DA10139","DA10068","DA10041","FMT4A","FMT75","GSVY1IH04.MID11.pool4-11","DA10106","FMT50","DA00703","DA00065","DA00874","DA00659","DA10032","FMT30","FMT56","FMT84","DA01072","DA01223","DA10130","DA01211","DA00943","DA10133","GSVY1IH03.MID12.pool3-1","GG349S001.MID13.1320","DA10045","GSVY1IH04.MID8.pool4-8","DA10088","DA10187","DA00889","DA10037","DA00962","DA00997","FMT17","DA10024","DA01146","DA10180","DA00430","DA00735","DA10040","GSVY1IH04.MID9.pool4-9","DA00755","DA01041","FMT51","FMT27","DA00678","DA10082","DA10103","DA01555","DA00580","DA01110","DA10129","DA00658","DA01501","FMT12","FMT25","DA10125","DA01138","FMT2A","DA10057","DA01044","DA00918","FMT01","DA01313","DA10176","FMT98","GG349S002.MID13.1321","DA10120","DA00949","DA00458","FMT101","DA01482","FMT55","DA01270","DA00375","DA10124","FMT43","FMT20A","DA10114","DA00382","DA00331","DA01370","DA10122","DA10109","DA10173","FMT80","DA01024","DA00502","DA10005","DA10134","GSVY1IH03.MID9.pool3-9","DA10116","FMT24","DA01556","DA10186","FMT31","DA10094","DA10137","GSVY1IH03.MID12.pool3-12","DA10097","DA00810","DA10077","DA10157","DA00461","DA10101","FMT13","GSVY1IH03.MID3.pool3-3","DA00912","DA10159","DA01495","GSVY1IH03.MID11.pool3-11","GG349S006.MID13.1326","DA01210","FMT14A","DA00821","DA10023","FMT1A","FMT6A","FMT49","FMT06","GG349S003.MID13.1322","DA10092","FMT34","DA01026","FMT74","FMT96","DA10007","DA00565","DA10075","DA10071","DA10126","DA00885","FMT92B","DA00210","DA10085","GSVY1IH01.MID3.pool1-3","DA01089","DA10034","DA10182","FMT5A","DA10036"
"sp22",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,24,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,40,0,0,0,0,0,0,40,0,0,0,0,0,18,16,0,0,0,36,0,2,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,2,0,0,127,0,1,0,0,1,0,0,0,0,0,21,2,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,177,0,0,0,0,22,1,1,0,0,0,2,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,1,0,0,2,0,9,0,0,0,0,0,1,0,0,8,0,3,0,0,28,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,80,1,0,0,0,0,0,0,0,0,0,0,0,0,19,47,0,0,0,8,0,2,0,0,0,0,0,0,0,8,0,3,0,0,0,0,0,2,0,0,0,13,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,65,0,0,0,0,822,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,1,0,0,0,0,15,0,0,0,0,0,0,1,0,0,0,0,13,11,0,2,0,0,0,2,1,8,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"sp23",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"sp24",111,0,0,0,97,1338,0,0,0,821,389,487,0,2,0,0,0,0,0,0,53,3,0,0,1,485,0,0,1995,0,0,212,19,0,0,0,0,8,0,4840,2293,0,819,0,0,0,134,11,0,4,0,2,0,43,1942,1,11,0,0,139,0,7,48,0,0,1221,45,0,24,42,215,0,0,0,0,4,10,1730,0,0,30,0,793,75,0,0,0,0,0,0,332,0,3,0,0,0,22,0,291,1,240,309,0,0,0,0,0,2,2308,1,374,0,0,9,2151,0,10,3,0,2,0,0,85,0,0,0,0,3,983,0,38,12,7,0,2139,0,774,0,3567,535,4,148,0,0,64,6,566,204,0,0,145,63,0,21,0,0,24,270,0,0,1,0,3331,0,0,0,0,213,0,0,24,0,4268,0,0,0,42,6,0,0,14,2314,0,0,0,41,0,0,262,0,0,20,2,50,0,13,0,1,0,0,16,235,0,506,0,1,42,3,0,0,0,0,2,1789,506,3890,3936,4,0,0,88,181,0,51,3319,1,526,0,18,1,435,32,0,0,0,0,19,498,5299,0,0,5,0,30,3,4,40,3176,0,0,3,0,1328,0,1881,0,1405,3,0,1,3,0,10,0,1186,1,240,1,53,0,4,0,27,1786,0,1218,52,0,5,0,1,142,11,0,23,232,2810,0,2942,70,96,1181,8,7057,0,0,0,3672,530,0,351,1,4,896,0,1,0,0,0,0,0,11,44,512,140,0,40,5,2,0,0,0,6,0,0,4492,157,0,5354,0,0,4358,0,1,1,0,42,5,2,0,240,1033,0,943,1,0,216,0,0,2155,0,107,0,18,0,1245,0,34,45,0,0,155,2613,8,0,10,0,17,0,3,6397,0,0,2226,0,27,0,4879,0,23,1,5187,0,3972,0,0,0,0,588,6,2,17,3,86,1298,6,0,0,0,0,12,187,0,0,0,4127,1,37,0,0,6,0,25,1599,1,0,0,0,20,1,1017,26,0,120,0,0,470,2282,0,22,178,3170,1539,1,3,3,0,0,1,0,0,0,1,49,19,32,0,0,1,0,0,10,0,105,0,488,96,0,0,3994,0
"sp25",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"sp26",1458,0,57,0,10,32,1,0,0,17,0,37,244,4732,1,0,0,269,0,0,83,1,0,0,3,71,0,0,443,17,6024,8,0,2,4,0,0,0,0,128,916,5,2,0,0,2,0,0,51,1017,0,1,0,0,264,12,4,0,0,1,0,6,18,3,0,192,2,0,709,0,3195,0,0,0,1,98,322,2340,0,0,0,0,2311,92,0,0,29,0,0,0,89,4,0,0,0,13,18,2,0,4,23,297,0,1,0,0,0,0,3,8,0,4597,0,86,44,0,608,1,1878,21,0,337,0,0,0,0,0,119,1014,0,48,975,1745,0,1,0,205,0,3,2,1,14,0,0,2,0,19,7,0,1948,0,3,0,198,0,1,209,0,24,0,0,1,89,0,2,0,0,38,1,0,316,0,5,16,0,0,5,2,1,1998,0,573,0,14,0,0,33,934,0,0,0,16,0,0,0,1,40,0,0,0,8,359,0,9,8,4021,102,193,0,0,9,0,0,0,5,474,6,150,671,56,141,1546,0,2,324,0,3643,3,375,0,14,0,689,1,9,0,329,5250,2,1,1,1,0,4,1,29,68,13,0,23,1048,0,2783,0,559,0,2,25,7,0,156,0,4,5,2,0,1,0,0,1,2,2,3,27,0,2,0,0,401,278,318,38,264,0,37,11,104,0,20,0,0,417,0,3,0,0,0,27,1848,0,0,4,1,871,0,1683,0,1,0,0,586,1,111,99,24,0,4,12,96,0,0,0,0,1,757,1175,2,0,0,1,2,1,0,0,3,860,1639,38,7,0,10,3,11,1,0,0,2,0,1,18,2,198,8,299,0,57,0,186,0,0,3,0,6,2,2395,4,0,7,1,0,45,0,0,316,35,77,0,68,227,0,1,0,68,304,0,1553,0,31,1,1108,7033,35,23,0,0,0,117,31,0,0,0,192,0,0,0,1642,0,2,0,0,0,1,14,11,0,0,0,0,728,4,2,1,0,213,0,88,4,2,0,247,0,5,775,83,0,104,88,167,62,368,0,0,1,58,838,5187,0,0,9,0,0,1,427,0,0,4,81,63,2,130,0
"sp27",0,0,0,0,0,0,0,0,0,0,0,0,0,2965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,411,0,1,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,1,0,0,0,0,0,0,0,0,0,587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"sp28",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"sp29",0,0,0,0,2,0,1,0,0,0,0,42,4,8,0,0,1,0,0,0,0,0,0,0,0,3,0,2,4,0,0,0,0,0,0,8,0,0,0,0,72,0,0,1,0,0,24,0,1,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,2,0,2,0,11,1,0,46,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,2,2,0,0,0,5,0,0,0,7,3,95,0,0,0,0,0,1,0,0,0,0,0,0,49,0,0,0,0,0,0,1,12,14,0,8,0,0,10,0,0,1,0,0,0,0,0,4,7,0,0,0,1,0,33,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,63,0,13,0,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,15,0,0,9,0,0,0,1,3,0,0,5,0,0,0,4,0,0,1,0,0,0,0,0,1,5,0,0,0,0,0,0,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,1,0,16,8,0,0,0,0,0,0,0,0,0,0,1,0,22,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,41,36,0,0,0,2,0,0,0,1,0,0,0,30,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,19,0,0,6,1,5,0,0,0,2,201,0,0,0,0,0,0,0,123,13,0,4,0,33,0,0,1,5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0
"sp30",768,18,40,5,108,28,4,0,9,121,63,26,53,1037,146,20,58,5,50,2,128,13,1,91,3,77,0,0,122,2,2786,204,52,11,1,62,0,0,6,65,1056,4,15,1,0,6,216,136,3,304,1,7,0,1,0,3,74,1,18,9,1,15,5786,51,1,4,19,0,279,23,177,0,0,16,2,44,42,37,3,256,3,3,236,106,0,2,169,6,0,12,506,2,0,1,1,28,8,91,29,3,29,17,0,17,0,1,25,414,12,4,1,6,7,90,2,2,1056,5,40,121,1,32,0,101,0,2,0,123,140,40,113,1496,345,0,5,1,2,28,2,2,3,2,4,0,54,44,5,3,1,87,2,0,1,1074,6,48,3942,4,170,6,37,138,39,0,46,5,3,5158,1,1,81,101,23,53,2,1,59,22,3,9,13,327,35,158,0,68,27,14,541,25,1,2,10,0,0,25,297,1,2,31,1,7,2,10,67,292,4,1035,11,0,61,18,3,26,1,15,0,1277,126,332,72,45,5,28,267,53,8,82,3,5,5719,3,182,13,3,26,25,1237,10,15,6,28,1,1,15,458,75,941,0,1208,57,0,8,0,2,9,74,161,90,6,139,11,46,11,1,2,7,3583,278,0,94,6,54,68,1,38,1,7,47,468,15,1069,8,0,5,18,60,5,6,172,1,350,8,15,60,2,1,0,413,0,173,50,1,278,1,90,1,109,0,7,1325,243,5316,472,73,0,16,18,964,10,1,2,19,0,66,57,0,0,5,0,5,69,34,18,415,26,1004,14,49,4,2,57,2,2,0,0,26,0,13,8,96,0,1,90,236,44,7,64,1,7,56,1,173,4977,14,0,15,67,1,0,32,9,0,526,226,79,0,3,37,1,33,1,674,21,1,45,2,0,559,2,13,32,12,0,0,0,589,105,1,0,0,35,1,1,3,5,6,0,2,4,8,8,113,59,2,103,17,0,442,33,79,10,2,44,1,638,64,23,2,1482,162,3390,22,534,77,16,1312,428,566,723,1229,1,40,14,244,127,28,9,1,34,1,6,3,70,0,4,7,3,0,294,22
"sp31",15,93,10,5,1,22,22,35,0,0,36,27,41,1,0,7,15,0,0,5,12,1,1,0,0,0,0,1,0,0,6,293,5,0,11,676,49,4,0,0,8,0,0,0,20,1,0,22,0,32,1,0,0,0,663,21,0,0,21,0,0,0,0,5,16,0,8,3,90,1,52,1,9,9,0,5,10,0,4,0,0,1,0,7,9,24,0,0,0,0,0,25,2,73,0,0,3,70,6,91,0,0,0,0,4,0,177,19,0,5,0,0,37,1221,8,19,43,8,352,1548,6,30,4,14,0,0,0,14,2,5,84,51,3178,143,0,0,2,27,0,8,931,0,78,11,0,61,128,1,0,16,0,0,1,4,0,38,1,0,0,17,0,0,0,0,0,0,4,0,5,9,187,54,0,14,0,0,127,4,0,6,2,1,0,0,0,6,25,52,44,0,0,0,129,0,1,1011,1006,1,4,0,18,46,0,458,58,71,0,2,0,5,105,88,2,0,0,0,0,157,0,34,1,0,0,4,1287,43,288,59,0,1,1,2,107,0,0,1,180,70,0,0,1,0,0,0,0,225,1,0,32,75,25,9,0,17,2,3,0,15,9,0,176,24,0,76,0,0,11,0,28,1,0,0,1260,0,1,109,0,0,7,323,23,0,0,1,0,17,0,0,32,177,0,0,3,0,537,22,36,0,0,1,2,0,1,0,0,42,0,4,1,0,4,3,65,10,0,4,7,1,1,0,0,0,0,36,37,159,0,81,60,6,2,0,0,2,42,3,48,2,19,0,0,15,15,4,0,0,0,0,0,0,576,0,0,6,0,0,0,0,13,118,0,0,0,4724,551,0,25,0,0,0,0,0,18,50,725,0,0,0,140,0,0,0,1,0,1,12,4,0,0,0,0,137,0,22,0,0,477,0,0,10,0,1,0,12,12,12,35,0,0,2,0,0,0,2,0,0,67,0,24,7,0,2,0,25,53,2597,7,0,3,210,0,1347,0,2142,18,239,0,86,134,105,0,0,3,69,45,36,98,0,1,41,0,0,27,0,0,186,432,1,6,847,3
"sp32",0,0,0,3,0,0,0,2,0,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,19,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,1,7,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11,0,0,0,4,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,5,0,1,0,0,32,0,0,0,0,0,0,0,1,0,0,0,0,0,8,0,2,0,0,0,0,0,1,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,3,0,0,0,1,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,15,0,0,0,0,0,0,0,0,0,24,0,0,0,0
