	CSM5MCVF_P	CSM5MCVV_P	CSM5MCVL	CSM5MCVN	CSM67UBX	CSM5MCXH	CSM5MCXJ	CSM5MCXL	CSM67UE3	CSM67UE7	CSM67UFV	CSM67UFZ	CSM5MCZ5	CSM79HI3	CSM79HI7	CSM79HK9	CSM67UEW_TR	CSM67UEW_P	CSM67UEW	CSM67UF1_P	CSM67UF1	CSM79HOJ	CSM79HOL	CSM79HGH_P	CSM79HGJ_P	CSM79HIF	CSM79HIH	CSM79HIR	CSM79HIT	CSM79HJ4_P	CSM79HJ6_P	CSM7KOLM	CSM7KOSV	CSM7KOSX	CSM79HOX	CSM79HOZ	CSM7KONK	CSM79HQX	CSM79HQZ	CSM7KOKT	CSM7KOKZ	CSM7KOS7	CSM7KOMH	CSM7KOO9	CSM9X1ZO	CSM9X21T	CSM9X222	CSM9X215	ESM5ME9G_P	ESM5MEBA_P	ESM5MEBU	ESM5MEC3	ESM7F5AM	ESM7F5CB	ESM718TF	ESM718T9	HSM5FZBZ	HSM5MD7J	HSM6XRSI	HSM67VDP	HSM5MD7Q	HSM5MD7S	HSM6XRST	HSM67VHQ	HSM6XRT6_P	HSM6XRSZ_P	HSM6XRTA_P	HSM6XRTC_P	HSM5MD41	HSM6XRTM	HSM6XRVC_TR	HSM6XRVC	HSM6XRVK	HSM6XRS2	HSM6XRVM	HSM6XRVO	HSM6XRS6	HSM6XRS8	HSM7CYXE	HSM67VF9	HSM7CYYF	HSM7CYYH	HSM7CYYP	HSM6XRUZ	HSM6XRV2	HSM67VHB	HSM67VHD	HSM67VHF	HSM7CYZL	HSM7CYZR	HSM7CZ18	HSM7CZ1A	HSM7CZ26	HSM7CZ28	HSM7J4NE	HSM7J4NM	HSM7J4MY	HSM7J4OP	HSM7J4OT	HSM7J4OB	HSM7J4OE	HSM7J4OZ	HSM7J4K2	HSM7J4K4	HSMA33KE	HSMA33KM	HSMA33KQ	HSMA33KS	HSMA33OL	HSMA33IS	HSMA33QY	HSMA33R1	HSMA33LH_TR	HSMA33LH	HSMA33LJ	HSMA33MS	HSMA33QM	MSM5LLI2_P	MSM5LLE3_P	MSM5LLE9_P	MSM5LLGF_P	MSM5LLGD_P	MSM5LLHO_P	MSM6J2J3	MSM5LLHC	MSM6J2KC	MSM6J2IE	MSM6J2LN	MSM6J2LR	MSM6J2MB	MSM6J2QH	MSM6J2QP	MSM6J2LV	MSM6J2SE	MSM6J2RM	MSM6J2RO	MSM6J2RQ	MSM79HC8	MSM79HFW	MSM79HFY	MSM9VZF7	MSM9VZFF	MSM79H9W	MSM79HAL	MSM79HAN	MSM79H98	MSM9VZEK	MSM9VZEK_TR	MSM9VZEU	MSM9VZEW	MSM79H7G	MSM79H83	MSM79H85	MSM9VZGW	MSM9VZGY	MSM9VZMI	MSM9VZHX	MSM9VZKE	MSM9VZKI	MSM9VZIO	MSM9VZLB	MSM9VZLD	MSMA26CV	MSMA26DK	MSMAPC66	PSM6XBSU	PSM6XBT1	PSM7J1C8	PSM6XBTF_P	PSM6XBTH_P	PSM6XBV4	PSM6XBUG	PSM7J1B7	PSM7J1AM	PSM7J1AS	PSM7J1DF	PSM7J17T	PSM7J158	PSM7J16U	PSM7J17V	PSM7J17X	PSM7J12R	PSMA263M	PSMA264K	PSMA2659	PSMA265B	PSMA267R	PSMB4MBK	PSMA269O	PSMA26A1	PSMA26A3
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_comes	0.0	0.0	0.0	0.0	0.29307	0.0	0.0	0.0	0.0	0.05632	0.04699	0.03172	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03426	0.25052	0.0	0.0	0.0	0.0	0.19576	0.25601	0.18557	0.10896	0.00501	0.0	0.06847	0.03769	0.04197	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11984	0.07468	0.00647	0.0	0.01953	0.0	0.0	1.17228	0.12435	0.01596	0.07215	0.02723	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10411	0.33854	0.68876	0.32568	0.0	0.0	0.04984	0.03698	0.01416	0.01339	0.14715	0.54631	1.84755	0.64059	0.0	0.0	0.00713	0.0	0.08266	0.12046	0.0	0.4636	0.87875	0.03678	0.70993	0.19805	0.10957	0.21423	0.00909	0.0164	0.0	0.0	0.59112	0.3384	0.0	0.0	0.01328	0.42691	0.05491	0.0	0.08784	0.0	0.0	0.0	0.0	0.0	0.0	0.14634	0.0	0.0	0.0	0.0	0.0	0.02592	0.16196	0.0	0.0	0.0	0.00564	0.0	0.02628	0.04627	0.01676	0.01574	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06521	0.01437	0.01679	0.41416	0.01977	0.02572	0.0	0.0	0.01532	0.27125	0.83934	0.02836	0.11744	0.08927	0.0	0.0	0.04056	0.05565	0.05439	0.4196	0.0527	0.0	0.0	0.19697	0.34465	0.0	0.00093	0.0	0.0018	0.03119	0.43377	0.02747	0.05817	0.02908	0.32487	0.07852	0.0	0.02583	0.00279	0.0	0.0	0.15049	3.04913	0.61273	0.04975	0.0	0.0	0.0	0.0	0.04192	0.0313	0.07924	0.23456	1.09383	0.51257	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_hydrogenotrophica	0.0	0.0	0.0	0.0	0.00439	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00774	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.02568	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.55335	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02792	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00419	0.0	0.0	0.0	0.0	0.04383	0.68577	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0079	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium|s__Lachnoclostridium_sp_An181	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Gemmiger|s__Gemmiger_formicilis	0.0	0.0	0.0	0.0	0.00214	0.0	0.0	0.0	0.0	0.0	0.0	0.01071	0.11405	0.0	0.0	0.00875	0.07674	0.07508	0.07825	0.04906	0.02937	0.0	0.0	0.0	0.0	0.0	0.0	0.01687	0.02944	0.0	0.00145	0.0	0.0	0.0	0.00522	0.0	0.0	0.0	0.0	0.0	0.0	0.0193	0.0	0.0	0.0003	0.0	0.0	0.00044	0.0	0.0	0.0	0.0	0.00071	0.0	0.00482	0.00743	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.36393	0.04008	0.0	0.0	0.0	0.0	0.00803	0.03983	0.07016	0.05493	0.0	0.0	0.0	0.0	0.00119	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04694	0.05167	0.08213	0.30506	0.0	0.01494	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06398	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08103	0.0	0.0	0.0	0.0	0.0416	0.1452	0.0	0.0	0.0	0.0	0.0	0.00618	0.05539	0.0021	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00062	0.00082	0.0	0.03415	0.05381	0.0645	0.00201	0.00156	0.0	0.0	0.06306	0.01583	0.06277	0.0	0.0	0.04589	0.0	0.0	0.01245	0.00073	0.01065	0.06395	0.00765	0.0	0.0	0.00082	0.00131	0.0	0.0	0.0	0.00086	0.0	0.0103	0.00283	0.0	0.00668	0.00274	0.00167	0.0	0.0	0.0	0.0	0.0	0.09138	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01076	0.0	0.0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania|s__Holdemania_filiformis	0.0	0.0	0.0	0.0	0.01484	0.0	0.0	0.0	0.0	0.0	0.0242	0.01767	0.10681	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0302	0.0	0.0	0.0	0.0134	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08416	0.0	0.00785	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00879	0.0	0.34161	0.02479	0.0319	0.0	0.00947	0.01722	0.0	0.0	0.01218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00923	0.01301	0.00786	0.0	0.0	0.0	0.0	0.0	0.0	0.02699	0.03963	0.0	0.01688	0.0	0.0	0.0	0.0	0.00241	0.0	0.0086	0.0	0.0	0.00232	0.00433	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01587	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00095	0.12852	0.0	0.0	0.0	0.00087	0.0	0.0	0.0	0.00201	0.0	0.0	0.00831	0.0	0.0	0.0	0.0	0.0	0.00391	0.01869	0.01302	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.44791	0.14533	0.0	0.0	0.0	0.01762	0.0	0.0	0.0	0.0	0.0	0.0	0.00409	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01169	0.03887	0.0	0.0	0.0	0.0	0.0	0.0	0.06872	0.0	0.0	0.30773	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified|g__Firmicutes_unclassified|s__Firmicutes_bacterium_CAG_83	0.0	0.0	0.0	0.0	0.00715	0.0	0.0	0.0	0.0	0.0	0.1993	0.13636	0.20792	0.0	0.0	0.0	0.0	0.0	0.0	0.00857	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13463	4.52503	0.0	0.69366	0.0	0.0	0.0	0.07874	0.08679	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.38968	1.07302	0.11091	0.0	0.0	0.0	0.0	0.0441	0.01924	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02336	0.09328	0.3205	2.23004	0.08832	0.16699	0.0	0.0	0.01081	0.00167	0.0	0.0	1.52757	0.0	0.0	0.0	0.03954	0.0	0.0	0.0	0.0	0.19504	0.20431	0.0	0.0	0.0	0.01123	0.0017	0.20409	0.09379	0.72638	0.24948	0.0	0.0	0.14266	0.0	0.0	0.11843	0.04659	0.0	0.0	0.0	4.28941	1.44041	0.0	0.0	0.0	0.21963	0.26277	0.00142	0.0	0.0	0.0	0.06269	0.19157	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06217	0.00934	0.0	0.0	0.11727	0.00209	0.00469	0.01131	0.04574	0.03048	0.0	0.0	0.00249	0.09362	0.05597	0.00731	0.03599	0.0	0.0	0.0	0.0	0.01156	0.0	0.16367	0.22763	0.0	0.0	0.78087	0.28417	0.0	0.4231	0.10281	0.00906	0.00535	0.51686	0.00664	0.00117	0.01129	0.07421	0.17876	0.0	0.0	0.0	0.0	0.0	0.68681	2.34326	2.19387	0.00568	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.58138	0.19726	0.03025
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea|s__Dorea_formicigenerans	0.0	0.0	0.0	0.0	0.09088	0.0	0.0	0.0	0.02309	0.00658	0.10125	0.0483	0.0	0.0	0.0	0.0	0.00533	0.00765	0.01635	0.17767	0.19606	0.03929	0.01847	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01806	0.0	0.0	0.0	0.0	0.00519	0.0	0.00195	0.01812	0.0	0.0	0.00215	0.0	0.0	0.04311	0.0	0.0	0.04176	0.0339	0.01569	0.0	0.01922	0.00187	0.0	0.0	0.0	0.0	0.0	0.0	0.10817	0.14884	0.00621	0.01476	0.06912	0.01174	0.0571	0.04288	0.0	0.0	0.0	1.03873	0.56249	0.88684	0.0	0.0	0.0	0.0	0.08219	0.06578	0.0	0.11135	0.78785	0.0	0.0	0.0	0.0	0.05198	0.14215	0.10592	0.00646	0.04489	0.01132	0.03778	0.01334	0.0	0.0	0.66641	0.59481	0.0	0.0	0.0	0.90806	0.27893	0.0	0.0	0.0	0.22085	0.0541	0.0	0.03426	0.0	0.03639	0.02365	0.20504	0.00721	0.0	0.0	0.03062	0.0018	0.00091	0.00409	0.00979	0.01324	0.0	0.0	0.0	0.0	0.0	0.0	0.06208	0.08667	0.00857	0.01763	0.00898	0.12561	0.01323	0.01671	0.0	0.0	0.07519	0.02129	0.1761	0.13848	0.57913	0.0	0.0	0.0	0.0	0.0	0.00431	0.51111	0.2735	0.0	0.0	0.04485	0.0826	0.06146	0.00357	0.0	0.04302	0.04498	0.12717	0.09179	0.12205	0.05768	0.05568	0.0045	0.0	0.0	0.00368	0.01519	0.07038	0.0	0.0	0.0	0.05089	0.75497	0.80044	0.0	0.0	0.12021	0.03951	0.00367	0.0	0.01026	0.02008	0.05355	0.08114
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_intestinalis	0.0	0.0	0.0	0.0	0.00467	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00252	0.00479	0.00479	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01044	0.02615	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03171	0.01471	0.0	0.0	0.0	0.0	0.0	0.0	0.00514	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00778	0.10267	0.03692	0.0	0.00837	0.0	0.0	0.0	0.00069	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01458	0.0	0.0	0.0	0.0023	0.00249	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00338	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01134	0.0	0.0	0.0	0.0	0.0	1.22359	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05315	0.04478	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04714	0.10336
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Candidatus_Stoquefichus|s__Candidatus_Stoquefichus_sp_KLE1796	0.0	0.0	0.0	0.0	0.01656	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01407	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0025	0.0	0.02038	0.0	0.09008	0.0	0.0	0.0	0.0	0.0	0.0	0.05794	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00115	0.0124	0.0	0.0	0.0	0.0	0.03101	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01296	0.08258	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0066	0.00917
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae|g__Oscillibacter|s__Oscillibacter_sp_57_20	0.0	0.0	0.0	0.0	0.11006	0.0	0.0	0.0	0.4171	0.03986	2.7576	0.53579	0.0	0.0	0.0	2.85585	0.04549	0.07671	0.05463	0.33334	0.24448	5.36866	2.5355	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.88107	0.12008	0.21374	0.00817	3.82261	1.01654	0.0	0.0	0.0	0.71387	0.5899	0.0	0.0	0.0	2.35512	0.0	0.0	0.01477	0.05623	0.01444	0.49777	1.71875	0.27063	0.17262	0.47112	0.69641	0.0	0.0	0.0	0.0	0.0	0.0	0.70566	0.82481	0.00326	0.8404	0.0	0.0	0.00377	0.33906	0.40167	2.13822	0.08315	0.0	0.08887	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2543	0.17668	0.26283	3.65236	0.40139	0.0	0.0	0.92271	1.23249	0.0	0.0	0.0	0.0	0.59798	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06752	3.23748	0.0	0.0	0.9514	1.40099	2.69218	1.30068	0.74828	0.0	0.0	0.0	0.0	0.0	0.43984	0.79696	0.48993	0.25668	0.0	0.0	0.00067	0.0	0.0	0.0	0.0	0.0	0.33565	0.73031	3.76988	0.0529	3.75808	1.5322	0.0	0.0	2.72203	0.74229	0.27074	1.53013	0.44584	0.0	0.0	0.0	0.0	1.0324	0.7824	0.0	0.0	0.0	0.0	0.68986	0.61608	0.0	0.54628	1.04662	0.97126	0.70437	2.23346	1.55119	3.73527	0.71643	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.98247	0.0	0.0	0.14271	0.0	0.0	0.0	0.0	0.00245	0.0	0.0	0.0	0.0	1.95468	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Gemmiger|s__Gemmiger_sp_An87	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified|g__Firmicutes_unclassified|s__Firmicutes_bacterium_CAG_94	0.0	0.0	0.0	0.0	0.00237	0.0	0.0	0.0	0.0	0.1585	0.0	0.0	0.08905	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06512	0.01788	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01164	0.0	0.58889	1.53577	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00189	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01635	0.09888	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02929	0.02736	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.01261	0.0	0.0	0.0	0.0	0.0	0.09282	0.02611	0.03243	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.46542	6.2595	0.0	0.01497	0.16448	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0028	0.07399	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.86539	1.8896	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium|s__Lachnoclostridium_sp_An138	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03365	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01456	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10507	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07083	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
