	CSM79HG5	CSM79HGP	CSM67UDR	CSM67UDR_TR	CSM67UDY	CSM79HM9_P	CSM7KOMP	CSM79HPQ_P	CSM79HPO	CSM79HPU	CSM7KOJW	CSM7KOJY	CSM7KOK1	CSM7KOKB	CSM7KOKL_P	CSM7KOKN	CSM7KOOL	CSM7KOON	CSM7KOP2	CSM7KORG	CSM9X1Z4	CSM9X23N	ESM5MEBI	ESM5MECL	ESM9IEP1	HSM67VEM	HSM67VEM_TR	HSM7CYX2	HSM7CYX4	HSM7CYXS	HSM67VG8	CSM7CZ2F_P	HSM7CZ2H	HSM67VGI_P	HSM67VGK	HSM67VGK_TR	HSM67VGY	HSM7CYZD	HSM7CYZF	HSM7J4QB	HSM7CYY7	HSM7J4PI	HSM7J4PK	HSM7J4PU	HSM7J4PW	HSM7J4HI	HSM7J4HK	HSM7J4I7	HSMA33OV	HSMA33OX	HSMA33OZ	HSMA33RX_TR	HSMA33RX	MSM5LLDC	MSM5LLDE	MSM6J2PM	MSM6J2OL	MSM6J2ON	MSM6J2RC	MSM6J2Q7	MSM6J2Q9	MSM79HBP	MSM79H5Y	MSM79H5S	MSM79HAH	MSM79HB6	MSM79H6L	MSM79H6N	MSM79H9Y	MSM9VZHF	MSM9VZLR	MSM9VZLV	MSM7J16N	MSM7J16P	MSM9VZOW	MSM9VZOS	MSMA26AX	MSMA26AZ_TR	MSMA26AZ	MSM9VZOO	MSM9VZOQ	MSMAPC7R	MSMAPC7T	MSMB4LZC	MSMA26BX	MSMB4LZ8	MSMAPC55	MSMAPC57	MSMAPC59	MSMA26BJ	MSMA26BL	MSMB4LXY	MSMB4LZK	PSM7J13E	PSM7J13U_P	PSM7J13Y_P	PSM7J13Y	PSM7J18I	PSM7J18K	PSM7J12B	PSM7J156	PSM7J16Y	PSM7J171	PSM7J15O	PSM7J15Q	PSM7J15S
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_longum	0.0	0.0	0.17089	0.18623	0.4052	0.01679	0.00069	0.16873	0.0	0.0	0.05131	0.04194	0.02319	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05539	0.02305	0.0	0.08575	0.09002	0.53198	0.06403	0.04387	0.11037	0.03286	0.111	0.0	0.00171	0.00453	1.49423	0.18765	0.0	0.10162	0.00114	0.16416	0.0	0.0	0.0	0.0	0.05	0.0089	0.01227	0.35226	0.0327	0.01316	0.01428	1.36561	4.10515	0.0	0.0	0.0	0.01356	0.0	0.0	0.02913	0.0	0.00115	0.0	0.01784	0.0	0.0	0.0	0.0	0.0	0.0	2.55109	0.0953	0.0	0.0	0.45023	0.03321	0.04311	0.0	0.0	0.0	0.0	0.0	0.01365	0.03217	0.22678	0.0	0.0	0.03077	0.22151	0.0	0.00663	0.00835	2.45523	0.27778	0.36919	0.12395	0.14957	0.04072	0.0	0.06784	0.0	0.27355	2.00764	4.94852
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_unclassified|s__Eubacterium_siraeum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.40916	0.0	0.0	0.0	0.0	0.0	0.0	0.02526	0.79433	0.86513	0.47347	0.0	0.08822	0.69814	0.0	0.0	0.0	0.00661	0.0	0.0	0.0	0.0	0.7006	0.0	0.0	0.0	0.15755	0.32165	0.43081	0.04432	0.0	0.15322	0.0	0.0	0.21461	0.0	0.0	0.0	0.99592	2.10724	0.93893	0.0	0.0	0.0	0.0	0.0	1.94526	1.67611	0.0	0.0	0.0	0.00753	0.19495	0.0	0.0	0.0	0.0	0.0	0.0	0.39566	0.9708	0.0936	0.0	1.7164	0.68543	0.19457	1.88067	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.41939	0.0	0.0	10.4971	0.00202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.83362	6.85389	0.0	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_merdae	0.0	0.0	0.77569	1.16568	3.10529	0.0613	0.0	0.0	0.0	0.0	0.0	0.0392	0.0	0.0	0.83436	0.76055	0.0	0.0	0.0	0.0	12.03243	0.0	0.0	0.0	0.65412	6.43594	4.31463	3.5377	15.27234	6.38896	4.01505	4.18959	3.87509	0.0	0.0	0.0	3.31657	0.0	0.19451	0.0	3.63344	0.63762	0.0	0.0	0.0	2.92757	0.92307	3.90375	1.45607	1.42366	0.81492	1.64258	1.79029	0.92707	1.71593	0.0	0.0	0.0	0.71621	2.22281	3.47725	0.79208	3.97834	3.92131	1.62378	4.55141	0.0	0.0	0.00259	0.23744	0.88649	0.70715	0.80198	1.883	0.0	0.0	0.57968	0.57405	0.49604	0.0	0.0	0.0	0.0	0.0	4.83721	4.61654	2.54621	0.0	0.0	0.78362	1.11439	0.0	2.18348	0.0	6.45269	1.10627	1.2351	0.0	0.0	0.0	0.90495	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_inulinivorans	0.13825	0.13601	3.47624	6.71791	2.46763	0.20014	0.12344	0.19103	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.89246	0.33057	0.0	0.12698	0.0	0.19492	0.15573	0.08975	0.00552	2.06941	1.99883	2.44946	1.26632	0.07882	0.0117	0.0	0.0	0.0	0.04173	0.05255	0.42616	0.0	0.0	0.0	0.0	0.97739	0.0	0.18683	0.8786	0.04147	0.02273	0.02813	0.22491	0.74848	0.00065	0.0047	0.01984	0.0	0.0	0.01396	1.18141	0.00615	0.31608	0.0	0.0	0.24435	0.28285	0.7404	0.01112	0.19746	0.83568	0.51953	0.49116	4.03513	0.00096	0.71907	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.02621	0.29325	0.0	0.0	0.0	0.03252	0.68432	0.42143	0.0	0.0	0.71236	0.53086	3.14782	0.0	1.69778	0.0	1.05624	0.87191	2.44618	0.0097	0.30993	0.16552	0.04026	0.51477	4.35229	2.6213	3.21084
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Gordonibacter|s__Gordonibacter_pamelaeae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00267	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00514	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0026	0.0	0.0	0.0	0.01288	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00875	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00773	0.0	0.0	0.00346	0.0	0.0	0.0	0.0	0.0088	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_cellulosilyticus	0.0	0.0	0.0	0.0	0.29423	0.0	0.0	0.0	0.0	0.0	7.20111	5.48529	2.46656	0.0	0.0	0.0	2.65413	4.88913	0.0	1.2155	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02033	0.0	0.0	0.0	0.0	0.0	0.0	0.06977	2.81807	0.0	0.36574	0.1953	0.02628	0.0	0.0	0.07806	0.20881	1.61293	0.0	0.0	0.0	0.0	0.0	0.0	0.85348	0.33214	0.6166	0.0	3.29754	2.86815	1.02586	0.13555	0.0	0.0	0.46084	1.68707	0.0	0.0	0.91049	0.85678	0.76899	0.0	0.0	13.40444	21.17669	6.07572	2.9131	3.42974	0.0	0.0	0.0	2.1344	0.75263	0.58853	0.0	0.0	0.0	0.0	0.0	0.05211	0.07517	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_ovatus	0.0	0.0	1.30649	1.14812	1.88955	0.38386	0.89653	0.22604	3.54859	0.0	14.1829	8.7673	5.99128	12.54459	1.08308	0.36517	2.0123	0.92071	31.65496	0.51501	6.64789	0.61027	5.59699	5.77492	0.53077	0.0	0.0	0.14708	0.0	5.15236	1.22413	2.23699	2.46435	0.34131	0.02713	0.02559	6.4715	0.0	0.01535	0.10723	11.47292	1.02969	0.0	1.74153	1.4437	1.12918	4.06573	3.66743	5.05642	1.62232	0.64134	4.22068	6.27682	0.24902	0.10876	2.88241	0.0	0.0	0.32509	3.9918	4.72669	3.6815	0.03306	0.21206	0.03562	1.88839	0.04063	0.06226	0.02006	0.05904	2.33821	0.23635	7.61447	12.05987	0.0	0.0	3.23028	2.8043	3.16129	0.0	0.0	0.0	0.0	0.0218	0.68284	0.7912	0.71025	0.0	0.0	0.0	0.0	0.51001	2.16556	4.76664	28.7551	14.40972	13.91889	0.73758	1.61325	9.55944	0.10554	0.48319	0.43764	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_wexlerae	0.00297	0.01141	0.10116	0.17978	0.08417	0.05288	0.06779	0.00665	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03983	0.0	0.0	0.09396	0.03381	1.12326	0.0	0.0	0.14571	0.10869	0.04283	0.05829	0.03561	0.00401	0.0	0.01	0.0	0.00286	0.0	0.0244	0.05952	0.02354	0.06449	0.02283	0.0	0.0	0.0155	0.04702	0.0	0.0	0.0	0.08171	0.02071	0.0239	0.0	0.0	0.01057	0.02885	0.0107	0.05563	0.0	0.00859	0.17892	0.02888	0.24336	0.01285	0.00437	0.01109	0.22136	0.0	0.00757	0.00569	0.16738	0.0	0.0	0.03396	0.0	2.98795	1.43979	0.0	0.0	0.00663	0.08847	0.0078	0.20121	0.0	0.17912	0.10722	0.00749	0.03256	0.26607	1.34138	0.00197	0.00092	0.47916	0.01917	0.0	0.49474	0.27717	0.25962	0.0299	0.0	0.16467	0.00916	0.0	0.05336	0.13988	0.56289	0.96577
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_adolescentis	0.0	0.0	0.0	0.0	0.0	1.19309	1.61521	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08372	0.06504	0.0	0.0	0.0	0.0	0.0	2.36916	2.64967	0.0	0.0	0.0	0.0	0.44714	0.03989	0.23592	0.18925	0.04949	0.07227	0.12534	0.27185	0.0	0.0	0.0	0.0	0.0	0.0	0.44632	0.0	0.0169	0.0	0.21378	0.0	0.0	0.00304	0.0	0.0	0.03469	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04171	0.91732	0.0	0.0	0.06331	0.02353	0.0	0.02262	0.0	1.49461	0.20381	0.23286	0.0	0.0	0.0	0.3011	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified|g__Firmicutes_unclassified|s__Firmicutes_bacterium_CAG_424	0.0	0.0	0.00463	0.02698	0.03636	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00095	0.00828	0.06164	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_eligens	0.0	0.0	0.12304	0.17948	0.0	1.09615	8.74045	0.32409	0.0	0.0	0.0	0.0	0.0	0.44133	0.24753	5.18628	2.35442	1.31659	0.0	0.0	0.0	0.0	0.07769	0.61085	0.0	0.4277	0.25985	4.54731	0.20443	0.15123	0.50813	0.27268	1.60494	0.0	0.00394	0.02377	0.0199	0.0	0.0	0.0	0.0	1.42759	0.0	0.0	0.0	0.15066	0.06899	0.0	0.85217	0.0	0.02	0.0	0.0	1.72355	1.77689	0.43181	0.0	0.0	0.09916	0.85289	0.04578	10.18486	0.4321	0.33139	0.0	0.0	2.62523	2.17559	3.11124	0.39817	0.88057	0.70816	0.0	0.0	0.0	0.0	1.68926	1.12023	1.03412	0.64958	2.59529	0.0	0.0	0.0	0.10548	1.15808	0.87378	0.43251	2.80559	3.01907	0.72277	0.00541	0.0	4.55345	0.0	0.0	0.0	0.22436	0.02889	0.0	0.04698	0.57336	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_unclassified|s__Clostridium_leptum	0.0	0.00329	0.0	0.0	0.0	0.00128	0.0	0.22498	0.0	0.0	0.08056	0.03712	0.0975	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.90284	0.0	0.0	0.0	0.0	0.10881	0.10594	0.0	0.20833	0.0	0.03662	0.20208	0.2373	0.76117	0.06358	0.07435	0.00884	0.0	0.0	0.0	0.11174	0.0	0.0	0.0	0.0	0.0	0.042	1.25622	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.74368	7.81119	0.0	0.34574	0.27013	0.06327	0.0	0.0	0.0	0.0	0.0	0.27646	0.03601	0.0	0.03195	0.0	0.0	0.0	0.0	0.0	0.027	0.41333	0.14528	0.84225	0.10862	0.01274	0.00846	0.0635	0.0	0.0	0.0	0.0	0.02901	0.02172	0.0	0.0	0.0	0.0	0.03386	0.0	0.0	0.0	0.00091	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Adlercreutzia|s__Adlercreutzia_equolifaciens	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01113	0.0	0.0	0.0	0.0	0.0	0.00778	0.0123	0.0	0.0	0.0	0.0	0.0	0.00451	0.0758	0.00474	0.0	0.0	0.01501	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00262	0.01966	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Eggerthella|s__Eggerthella_lenta	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00129	0.00143	0.00216	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00244	0.0	0.0	0.0	0.0	0.0	0.0	0.00171	0.0	0.0369	0.0	0.0	0.0	0.01151	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00463	0.08445	0.0	0.0	0.0	0.0	0.0	0.01782	0.00096	0.10956	0.0	0.0	0.00304	0.0	0.00343	0.0	0.0	0.08057	0.0	0.0	0.0	0.00336	0.00785	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Asaccharobacter|s__Asaccharobacter_celatus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00382	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00036	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00902	0.0	0.0	0.0	0.0	0.0	0.00721	0.01241	0.0	0.0	0.0	0.0	0.0	0.00794	0.11949	0.00921	0.0	0.0	0.00731	0.0	0.00284	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02834	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_xylanisolvens	0.0	0.0	0.0	0.0	0.0	0.6981	1.82169	0.0	0.0	0.0	0.0	0.0	0.0	14.18714	6.02912	3.27065	0.04557	0.02323	4.68097	2.48771	0.0	0.18235	7.83961	9.13328	0.02027	0.0	0.0	0.0	0.0	8.251	0.0	0.0	0.0	3.97796	2.4507	2.64206	0.00581	0.0	0.056	0.0	0.0	0.29933	0.0	2.31016	1.57978	0.1783	0.64905	1.63052	0.79622	0.26516	0.27358	0.12299	0.15926	0.01197	0.0	0.81	1.82959	8.18997	0.49166	0.0	0.0	0.0	0.19926	3.49926	4.39154	1.65968	0.0	0.0	0.0	0.16794	0.0	0.16183	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.70918	2.39722	1.8236	1.98806	1.32082	1.00993	0.90771	0.05939	0.0	0.0	1.51325	2.58967	0.0	0.30739	0.61003	0.0	0.0	0.0	0.56388	0.15659	0.03576	0.46497	0.0	0.0	0.0	0.0	0.02733
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_dorei	0.0	0.0	0.0	0.0	0.0	0.9453	0.31254	0.69277	0.12923	0.0	24.77753	14.17873	19.30343	0.0	0.05531	0.0	0.00504	0.0	15.05601	0.0	0.0	1.43607	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01443	0.0	0.0	0.0	19.93462	0.0	0.23122	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.61832	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.38855	3.91138	10.92235	0.0	1.20243	0.49785	0.0	0.0	0.0	0.0	0.6506	0.55148	0.64122	52.9467	50.55279	0.0023	0.00262	0.07644	0.0	0.0	9.93906	0.0	0.0	9.7166	27.42609	0.0	5.33745	4.93699	25.79056	9.65586	10.72934	0.51699	0.60041	0.0	8.94135	0.0	0.0	0.0	0.0	0.0305
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium|s__Clostridium_lavalense	0.0	0.0	0.0	0.0	0.0	0.0	0.00298	0.0	0.0	0.0	0.0	0.0	0.0	0.07838	0.01199	0.0	0.0	0.0	0.0342	0.00484	0.0	0.04287	0.01284	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01828	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04112	0.02985	0.0	0.0	0.0	0.0	0.0035	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00278	0.00963	0.0	0.02596	0.00314	0.0035	0.0	0.0	0.04354	0.01118	0.06526	0.0	0.0	0.0	0.4229	0.6712	0.0	0.0	0.00281	0.00671	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Eubacterium_rectale	0.0	0.0	5.62219	5.86697	1.8044	0.48883	0.29783	5.15518	2.30634	9.59632	1.90204	0.1476	0.1494	0.0	3.22302	3.75664	0.36879	5.78495	0.0	1.66954	3.4537	0.3958	6.47912	3.17668	0.00348	2.00598	2.78995	1.52387	3.49584	1.30804	0.08511	3.32018	0.68404	0.0	0.0	0.0	1.06095	21.45549	5.21332	19.74556	0.27918	2.13287	2.46457	0.53376	0.01325	0.13256	0.01398	0.42497	0.81395	0.35861	0.76142	0.0	0.0	2.97062	2.39977	0.48747	0.0	0.0	0.0	2.52732	0.2374	2.44937	0.42741	3.42622	0.29288	0.1205	0.25898	0.77556	0.0	0.7201	0.5166	0.47177	0.0	0.0	0.0	0.0	0.3176	0.01551	0.0308	1.24388	0.55492	0.0	0.0	0.0	1.44729	5.01204	17.36291	0.0	0.0	3.48096	2.16852	4.89655	0.01385	5.79018	0.0	1.15873	1.07932	16.01576	2.64328	0.43368	1.59995	1.48764	0.73756	0.20547	18.69046	11.32214
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Akkermansiaceae|g__Akkermansia|s__Akkermansia_muciniphila	0.52792	1.51844	0.0	0.0	0.0	0.0	0.0482	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.18184	2.0721	0.0	0.85793	0.01146	0.0	0.0	0.0	0.0	0.07714	0.09605	0.01242	1.87826	0.0	0.02015	0.03066	0.01868	0.75564	0.06773	0.04613	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.70183	3.30125	1.56425	6.15018	0.04898	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02781	0.0	0.0	0.03858	0.0	0.0	0.0	0.0	0.0	1.12223	11.85501	0.00312	0.00321	0.00037	0.81426	7.4837	3.51794	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.34611	2.95564	1.80189	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18976	7.26259	0.33702	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Acidaminococcus|s__Acidaminococcus_intestini	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19822	0.15011	0.0	0.0	0.0	0.07512	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.24552	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.48122	1.37902	0.73206	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaerotruncus|s__Anaerotruncus_sp_CAG_528	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.60278	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
